event_name,bout,round,fighter_name,knockdowns,sig_str,sig_str_pct,total_str,takedowns,takedown_pct,submission_attempts,reversals,control_time,head_str,body_str,leg_str,distance_str,clinch_str,ground_str,round_number,sig_str_pct_num,takedown_pct_num,control_seconds,sig_str_landed,sig_str_attempted,total_str_landed,total_str_attempted,takedowns_landed,takedowns_attempted,head_str_landed,head_str_attempted,body_str_landed,body_str_attempted,leg_str_landed,leg_str_attempted,distance_str_landed,distance_str_attempted,clinch_str_landed,clinch_str_attempted,ground_str_landed,ground_str_attempted
UFC Fight Night: Burns vs. Brady,Jessica Andrade vs. Natalia Silva,Round 3,Jessica Andrade,0.0,15 of 47,31%,21 of 53,0 of 1,0%,0.0,0.0,1:12,8 of 37,5 of 7,2 of 3,15 of 47,0 of 0,0 of 0,3,31.0,0.0,72,15,47,21,53,0,1,8,37,5,7,2,3,15,47,0,0,0,0
UFC Fight Night: Burns vs. Brady,Jessica Andrade vs. Natalia Silva,Round 1,Natalia Silva,0.0,33 of 74,44%,33 of 74,0 of 0,,0.0,0.0,0:00,14 of 53,12 of 14,7 of 7,32 of 73,1 of 1,0 of 0,1,44.0,,0,33,74,33,74,0,0,14,53,12,14,7,7,32,73,1,1,0,0
UFC Fight Night: Burns vs. Brady,Jessica Andrade vs. Natalia Silva,Round 2,Natalia Silva,0.0,37 of 69,53%,37 of 70,0 of 0,,0.0,0.0,0:46,20 of 47,15 of 20,2 of 2,32 of 64,5 of 5,0 of 0,2,53.0,,46,37,69,37,70,0,0,20,47,15,20,2,2,32,64,5,5,0,0
UFC Fight Night: Burns vs. Brady,Jessica Andrade vs. Natalia Silva,Round 3,Natalia Silva,0.0,47 of 65,72%,49 of 67,0 of 1,0%,0.0,0.0,0:03,33 of 51,11 of 11,3 of 3,42 of 60,3 of 3,2 of 2,3,72.0,0.0,3,47,65,49,67,0,1,33,51,11,11,3,3,42,60,3,3,2,2
UFC Fight Night: Burns vs. Brady,Steve Garcia vs. Kyle Nelson,Round 1,Steve Garcia,0.0,22 of 37,59%,39 of 62,0 of 0,,0.0,1.0,1:36,20 of 35,1 of 1,1 of 1,2 of 3,0 of 0,20 of 34,1,59.0,,96,22,37,39,62,0,0,20,35,1,1,1,1,2,3,0,0,20,34
UFC Fight Night: Burns vs. Brady,Steve Garcia vs. Kyle Nelson,Round 1,Kyle Nelson,0.0,1 of 2,50%,31 of 36,0 of 0,,0.0,0.0,2:13,0 of 1,0 of 0,1 of 1,1 of 2,0 of 0,0 of 0,1,50.0,,133,1,2,31,36,0,0,0,1,0,0,1,1,1,2,0,0,0,0
UFC Fight Night: Burns vs. Brady,Matt Schnell vs. Cody Durden,Round 1,Matt Schnell,0.0,40 of 80,50%,40 of 80,0 of 0,,0.0,0.0,0:00,32 of 71,3 of 3,5 of 6,38 of 78,2 of 2,0 of 0,1,50.0,,0,40,80,40,80,0,0,32,71,3,3,5,6,38,78,2,2,0,0
UFC Fight Night: Burns vs. Brady,Matt Schnell vs. Cody Durden,Round 2,Matt Schnell,0.0,0 of 3,0%,0 of 3,0 of 1,0%,0.0,0.0,0:00,0 of 2,0 of 0,0 of 1,0 of 3,0 of 0,0 of 0,2,0.0,0.0,0,0,3,0,3,0,1,0,2,0,0,0,1,0,3,0,0,0,0
UFC Fight Night: Burns vs. Brady,Matt Schnell vs. Cody Durden,Round 1,Cody Durden,0.0,33 of 77,42%,36 of 80,0 of 0,,0.0,0.0,0:00,30 of 72,3 of 5,0 of 0,33 of 77,0 of 0,0 of 0,1,42.0,,0,33,77,36,80,0,0,30,72,3,5,0,0,33,77,0,0,0,0
UFC Fight Night: Burns vs. Brady,Matt Schnell vs. Cody Durden,Round 2,Cody Durden,0.0,1 of 1,100%,1 of 1,0 of 0,,1.0,0.0,0:10,1 of 1,0 of 0,0 of 0,1 of 1,0 of 0,0 of 0,2,100.0,,10,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0
UFC Fight Night: Burns vs. Brady,Trevor Peek vs. Yanal Ashmouz,Round 1,Trevor Peek,0.0,16 of 33,48%,18 of 35,0 of 0,,0.0,0.0,0:04,6 of 21,4 of 6,6 of 6,15 of 31,1 of 2,0 of 0,1,48.0,,4,16,33,18,35,0,0,6,21,4,6,6,6,15,31,1,2,0,0
UFC Fight Night: Burns vs. Brady,Trevor Peek vs. Yanal Ashmouz,Round 2,Trevor Peek,0.0,22 of 33,66%,23 of 34,0 of 1,0%,0.0,0.0,0:22,11 of 21,9 of 10,2 of 2,17 of 28,5 of 5,0 of 0,2,66.0,0.0,22,22,33,23,34,0,1,11,21,9,10,2,2,17,28,5,5,0,0
UFC Fight Night: Burns vs. Brady,Trevor Peek vs. Yanal Ashmouz,Round 3,Trevor Peek,0.0,17 of 41,41%,22 of 46,0 of 0,,0.0,0.0,0:04,12 of 36,5 of 5,0 of 0,16 of 40,1 of 1,0 of 0,3,41.0,,4,17,41,22,46,0,0,12,36,5,5,0,0,16,40,1,1,0,0
UFC Fight Night: Burns vs. Brady,Trevor Peek vs. Yanal Ashmouz,Round 1,Yanal Ashmouz,0.0,4 of 11,36%,12 of 23,1 of 3,33%,0.0,0.0,2:29,4 of 9,0 of 2,0 of 0,3 of 8,1 of 3,0 of 0,1,36.0,33.0,149,4,11,12,23,1,3,4,9,0,2,0,0,3,8,1,3,0,0
UFC Fight Night: Burns vs. Brady,Trevor Peek vs. Yanal Ashmouz,Round 2,Yanal Ashmouz,0.0,10 of 16,62%,36 of 48,6 of 9,66%,0.0,0.0,2:41,7 of 13,2 of 2,1 of 1,4 of 10,6 of 6,0 of 0,2,62.0,66.0,161,10,16,36,48,6,9,7,13,2,2,1,1,4,10,6,6,0,0
UFC Fight Night: Burns vs. Brady,Trevor Peek vs. Yanal Ashmouz,Round 3,Yanal Ashmouz,0.0,28 of 39,71%,37 of 53,2 of 6,33%,0.0,0.0,3:06,15 of 26,7 of 7,6 of 6,12 of 23,11 of 11,5 of 5,3,71.0,33.0,186,28,39,37,53,2,6,15,26,7,7,6,6,12,23,11,11,5,5
UFC Fight Night: Burns vs. Brady,Rongzhu vs. Chris Padilla,Round 1,Rongzhu,0.0,27 of 54,50%,27 of 54,0 of 0,,0.0,0.0,0:00,15 of 38,4 of 5,8 of 11,27 of 54,0 of 0,0 of 0,1,50.0,,0,27,54,27,54,0,0,15,38,4,5,8,11,27,54,0,0,0,0
UFC Fight Night: Burns vs. Brady,Rongzhu vs. Chris Padilla,Round 2,Rongzhu,0.0,22 of 34,64%,22 of 34,0 of 0,,0.0,0.0,0:12,11 of 23,8 of 8,3 of 3,16 of 27,6 of 7,0 of 0,2,64.0,,12,22,34,22,34,0,0,11,23,8,8,3,3,16,27,6,7,0,0
UFC Fight Night: Burns vs. Brady,Rongzhu vs. Chris Padilla,Round 1,Chris Padilla,0.0,35 of 53,66%,35 of 53,0 of 0,,0.0,0.0,0:00,16 of 22,4 of 7,15 of 24,35 of 53,0 of 0,0 of 0,1,66.0,,0,35,53,35,53,0,0,16,22,4,7,15,24,35,53,0,0,0,0
UFC Fight Night: Burns vs. Brady,Rongzhu vs. Chris Padilla,Round 2,Chris Padilla,0.0,33 of 52,63%,38 of 57,0 of 1,0%,0.0,0.0,0:00,20 of 29,4 of 5,9 of 18,27 of 45,6 of 7,0 of 0,2,63.0,0.0,0,33,52,38,57,0,1,20,29,4,5,9,18,27,45,6,7,0,0
UFC Fight Night: Burns vs. Brady,Isaac Dulgarian vs. Brendon Marotte,Round 1,Isaac Dulgarian,0.0,39 of 54,72%,57 of 94,1 of 1,100%,1.0,0.0,4:57,39 of 54,0 of 0,0 of 0,2 of 4,0 of 0,37 of 50,1,72.0,100.0,297,39,54,57,94,1,1,39,54,0,0,0,0,2,4,0,0,37,50
UFC Fight Night: Burns vs. Brady,Isaac Dulgarian vs. Brendon Marotte,Round 2,Isaac Dulgarian,0.0,2 of 2,100%,45 of 53,1 of 1,100%,1.0,0.0,4:15,2 of 2,0 of 0,0 of 0,0 of 0,0 of 0,2 of 2,2,100.0,100.0,255,2,2,45,53,1,1,2,2,0,0,0,0,0,0,0,0,2,2
UFC Fight Night: Burns vs. Brady,Isaac Dulgarian vs. Brendon Marotte,Round 1,Brendon Marotte,0.0,2 of 6,33%,9 of 13,0 of 0,,0.0,0.0,0:00,2 of 6,0 of 0,0 of 0,1 of 5,0 of 0,1 of 1,1,33.0,,0,2,6,9,13,0,0,2,6,0,0,0,0,1,5,0,0,1,1
UFC Fight Night: Burns vs. Brady,Isaac Dulgarian vs. Brendon Marotte,Round 2,Brendon Marotte,0.0,1 of 1,100%,13 of 14,0 of 0,,0.0,0.0,0:00,0 of 0,1 of 1,0 of 0,1 of 1,0 of 0,0 of 0,2,100.0,,0,1,1,13,14,0,0,0,0,1,1,0,0,1,1,0,0,0,0
UFC Fight Night: Burns vs. Brady,Felipe dos Santos vs. Andre Lima,Round 1,Felipe dos Santos,0.0,25 of 47,53%,30 of 53,0 of 6,0%,0.0,0.0,0:41,7 of 26,11 of 13,7 of 8,21 of 41,4 of 5,0 of 1,1,53.0,0.0,41,25,47,30,53,0,6,7,26,11,13,7,8,21,41,4,5,0,1
UFC Fight Night: Burns vs. Brady,Felipe dos Santos vs. Andre Lima,Round 2,Felipe dos Santos,0.0,8 of 17,47%,16 of 28,0 of 1,0%,0.0,0.0,0:00,4 of 11,3 of 4,1 of 2,7 of 15,1 of 2,0 of 0,2,47.0,0.0,0,8,17,16,28,0,1,4,11,3,4,1,2,7,15,1,2,0,0
UFC Fight Night: Burns vs. Brady,Felipe dos Santos vs. Andre Lima,Round 3,Felipe dos Santos,0.0,5 of 12,41%,23 of 41,0 of 1,0%,0.0,0.0,0:00,3 of 8,0 of 2,2 of 2,5 of 12,0 of 0,0 of 0,3,41.0,0.0,0,5,12,23,41,0,1,3,8,0,2,2,2,5,12,0,0,0,0
UFC Fight Night: Burns vs. Brady,Felipe dos Santos vs. Andre Lima,Round 1,Andre Lima,0.0,10 of 23,43%,13 of 26,0 of 0,,0.0,0.0,0:47,2 of 13,1 of 1,7 of 9,9 of 22,1 of 1,0 of 0,1,43.0,,47,10,23,13,26,0,0,2,13,1,1,7,9,9,22,1,1,0,0
UFC Fight Night: Burns vs. Brady,Felipe dos Santos vs. Andre Lima,Round 2,Andre Lima,0.0,6 of 9,66%,20 of 30,1 of 1,100%,0.0,0.0,4:06,3 of 5,3 of 4,0 of 0,3 of 6,3 of 3,0 of 0,2,66.0,100.0,246,6,9,20,30,1,1,3,5,3,4,0,0,3,6,3,3,0,0
UFC Fight Night: Burns vs. Brady,Felipe dos Santos vs. Andre Lima,Round 3,Andre Lima,0.0,2 of 5,40%,10 of 14,1 of 1,100%,2.0,0.0,4:07,0 of 3,2 of 2,0 of 0,2 of 5,0 of 0,0 of 0,3,40.0,100.0,247,2,5,10,14,1,1,0,3,2,2,0,0,2,5,0,0,0,0
UFC Fight Night: Burns vs. Brady,Yizha vs. Gabriel Santos,Round 1,Yizha,0.0,23 of 41,56%,23 of 41,0 of 0,,0.0,0.0,0:00,14 of 31,3 of 4,6 of 6,23 of 40,0 of 0,0 of 1,1,56.0,,0,23,41,23,41,0,0,14,31,3,4,6,6,23,40,0,0,0,1
UFC Fight Night: Burns vs. Brady,Yizha vs. Gabriel Santos,Round 2,Yizha,0.0,15 of 40,37%,23 of 51,0 of 2,0%,0.0,0.0,0:04,11 of 33,3 of 6,1 of 1,15 of 40,0 of 0,0 of 0,2,37.0,0.0,4,15,40,23,51,0,2,11,33,3,6,1,1,15,40,0,0,0,0
UFC Fight Night: Burns vs. Brady,Yizha vs. Gabriel Santos,Round 3,Yizha,0.0,3 of 11,27%,50 of 68,0 of 2,0%,0.0,0.0,0:00,1 of 7,2 of 3,0 of 1,2 of 10,0 of 0,1 of 1,3,27.0,0.0,0,3,11,50,68,0,2,1,7,2,3,0,1,2,10,0,0,1,1
UFC Fight Night: Burns vs. Brady,Yizha vs. Gabriel Santos,Round 1,Gabriel Santos,1.0,46 of 73,63%,46 of 73,0 of 0,,0.0,0.0,0:11,23 of 48,12 of 13,11 of 12,34 of 57,4 of 4,8 of 12,1,63.0,,11,46,73,46,73,0,0,23,48,12,13,11,12,34,57,4,4,8,12
UFC Fight Night: Burns vs. Brady,Yizha vs. Gabriel Santos,Round 2,Gabriel Santos,0.0,19 of 27,70%,32 of 41,1 of 1,100%,0.0,0.0,2:23,12 of 20,5 of 5,2 of 2,15 of 23,1 of 1,3 of 3,2,70.0,100.0,143,19,27,32,41,1,1,12,20,5,5,2,2,15,23,1,1,3,3
UFC Fight Night: Burns vs. Brady,Yizha vs. Gabriel Santos,Round 3,Gabriel Santos,0.0,11 of 12,91%,32 of 36,1 of 1,100%,0.0,0.0,4:01,10 of 11,0 of 0,1 of 1,4 of 5,0 of 0,7 of 7,3,91.0,100.0,241,11,12,32,36,1,1,10,11,0,0,1,1,4,5,0,0,7,7
UFC Fight Night: Burns vs. Brady,Jaqueline Amorim vs. Vanessa Demopoulos,Round 1,Jaqueline Amorim,0.0,2 of 3,66%,12 of 16,1 of 1,100%,1.0,0.0,3:05,1 of 1,1 of 2,0 of 0,1 of 2,0 of 0,1 of 1,1,66.0,100.0,185,2,3,12,16,1,1,1,1,1,2,0,0,1,2,0,0,1,1
UFC Fight Night: Burns vs. Brady,Jaqueline Amorim vs. Vanessa Demopoulos,Round 1,Vanessa Demopoulos,0.0,2 of 6,33%,3 of 7,0 of 0,,0.0,0.0,0:00,0 of 3,2 of 3,0 of 0,2 of 6,0 of 0,0 of 0,1,33.0,,0,2,6,3,7,0,0,0,3,2,3,0,0,2,6,0,0,0,0
UFC Fight Night: Burns vs. Brady,Andre Petroski vs. Dylan Budka,Round 1,Andre Petroski,0.0,8 of 17,47%,15 of 27,1 of 1,100%,0.0,0.0,2:46,5 of 13,3 of 4,0 of 0,5 of 12,0 of 0,3 of 5,1,47.0,100.0,166,8,17,15,27,1,1,5,13,3,4,0,0,5,12,0,0,3,5
UFC Fight Night: Burns vs. Brady,Andre Petroski vs. Dylan Budka,Round 2,Andre Petroski,0.0,7 of 12,58%,36 of 46,1 of 2,50%,0.0,0.0,3:47,5 of 9,2 of 3,0 of 0,6 of 11,1 of 1,0 of 0,2,58.0,50.0,227,7,12,36,46,1,2,5,9,2,3,0,0,6,11,1,1,0,0
UFC Fight Night: Burns vs. Brady,Andre Petroski vs. Dylan Budka,Round 3,Andre Petroski,0.0,8 of 17,47%,27 of 36,1 of 2,50%,0.0,0.0,2:47,6 of 14,0 of 1,2 of 2,6 of 15,0 of 0,2 of 2,3,47.0,50.0,167,8,17,27,36,1,2,6,14,0,1,2,2,6,15,0,0,2,2
UFC Fight Night: Burns vs. Brady,Andre Petroski vs. Dylan Budka,Round 1,Dylan Budka,0.0,4 of 16,25%,7 of 19,0 of 0,,0.0,0.0,0:00,3 of 15,1 of 1,0 of 0,4 of 16,0 of 0,0 of 0,1,25.0,,0,4,16,7,19,0,0,3,15,1,1,0,0,4,16,0,0,0,0
UFC Fight Night: Burns vs. Brady,Andre Petroski vs. Dylan Budka,Round 2,Dylan Budka,0.0,8 of 18,44%,9 of 19,0 of 0,,0.0,0.0,0:00,6 of 15,2 of 2,0 of 1,7 of 17,1 of 1,0 of 0,2,44.0,,0,8,18,9,19,0,0,6,15,2,2,0,1,7,17,1,1,0,0
UFC Fight Night: Burns vs. Brady,Andre Petroski vs. Dylan Budka,Round 3,Dylan Budka,0.0,5 of 19,26%,7 of 21,0 of 0,,0.0,0.0,0:00,5 of 18,0 of 0,0 of 1,2 of 16,3 of 3,0 of 0,3,26.0,,0,5,19,7,21,0,0,5,18,0,0,0,1,2,16,3,3,0,0
UFC Fight Night: Burns vs. Brady,Zygimantas Ramaska vs. Nathan Fletcher,Round 1,Zygimantas Ramaska,0.0,6 of 8,75%,10 of 12,0 of 0,,1.0,2.0,1:45,5 of 7,1 of 1,0 of 0,2 of 3,4 of 5,0 of 0,1,75.0,,105,6,8,10,12,0,0,5,7,1,1,0,0,2,3,4,5,0,0
UFC Fight Night: Burns vs. Brady,Zygimantas Ramaska vs. Nathan Fletcher,Round 2,Zygimantas Ramaska,0.0,0 of 2,0%,2 of 4,0 of 0,,0.0,0.0,0:06,0 of 1,0 of 1,0 of 0,0 of 2,0 of 0,0 of 0,2,0.0,,6,0,2,2,4,0,0,0,1,0,1,0,0,0,2,0,0,0,0
UFC Fight Night: Burns vs. Brady,Zygimantas Ramaska vs. Nathan Fletcher,Round 1,Nathan Fletcher,0.0,13 of 19,68%,34 of 41,3 of 4,75%,0.0,0.0,2:28,12 of 17,0 of 1,1 of 1,6 of 7,0 of 0,7 of 12,1,68.0,75.0,148,13,19,34,41,3,4,12,17,0,1,1,1,6,7,0,0,7,12
UFC Fight Night: Burns vs. Brady,Zygimantas Ramaska vs. Nathan Fletcher,Round 2,Nathan Fletcher,0.0,1 of 1,100%,6 of 6,1 of 2,50%,1.0,0.0,0:42,1 of 1,0 of 0,0 of 0,0 of 0,0 of 0,1 of 1,2,100.0,50.0,42,1,1,6,6,1,2,1,1,0,0,0,0,0,0,0,0,1,1
UFC Fight Night: Cannonier vs. Borralho,Jared Cannonier vs. Caio Borralho,Round 1,Jared Cannonier,0.0,12 of 34,35%,12 of 34,0 of 0,,0.0,0.0,0:00,4 of 23,2 of 2,6 of 9,12 of 34,0 of 0,0 of 0,1,35.0,,0,12,34,12,34,0,0,4,23,2,2,6,9,12,34,0,0,0,0
UFC Fight Night: Cannonier vs. Borralho,Jared Cannonier vs. Caio Borralho,Round 2,Jared Cannonier,0.0,26 of 70,37%,26 of 70,0 of 0,,0.0,0.0,0:00,18 of 53,4 of 9,4 of 8,25 of 69,1 of 1,0 of 0,2,37.0,,0,26,70,26,70,0,0,18,53,4,9,4,8,25,69,1,1,0,0
UFC Fight Night: Cannonier vs. Borralho,Jared Cannonier vs. Caio Borralho,Round 3,Jared Cannonier,0.0,15 of 58,25%,15 of 58,0 of 0,,0.0,0.0,0:00,14 of 54,0 of 1,1 of 3,15 of 58,0 of 0,0 of 0,3,25.0,,0,15,58,15,58,0,0,14,54,0,1,1,3,15,58,0,0,0,0
UFC Fight Night: Cannonier vs. Borralho,Jared Cannonier vs. Caio Borralho,Round 4,Jared Cannonier,0.0,19 of 50,38%,19 of 50,0 of 0,,0.0,0.0,0:00,11 of 38,4 of 8,4 of 4,19 of 50,0 of 0,0 of 0,4,38.0,,0,19,50,19,50,0,0,11,38,4,8,4,4,19,50,0,0,0,0
UFC Fight Night: Cannonier vs. Borralho,Jared Cannonier vs. Caio Borralho,Round 5,Jared Cannonier,0.0,11 of 42,26%,11 of 42,0 of 0,,0.0,0.0,0:00,10 of 38,1 of 4,0 of 0,11 of 41,0 of 1,0 of 0,5,26.0,,0,11,42,11,42,0,0,10,38,1,4,0,0,11,41,0,1,0,0
UFC Fight Night: Cannonier vs. Borralho,Jared Cannonier vs. Caio Borralho,Round 1,Caio Borralho,0.0,15 of 32,46%,15 of 32,0 of 0,,0.0,0.0,0:00,7 of 22,4 of 6,4 of 4,15 of 32,0 of 0,0 of 0,1,46.0,,0,15,32,15,32,0,0,7,22,4,6,4,4,15,32,0,0,0,0
UFC Fight Night: Cannonier vs. Borralho,Jared Cannonier vs. Caio Borralho,Round 2,Caio Borralho,0.0,21 of 43,48%,21 of 43,0 of 0,,0.0,0.0,0:00,14 of 34,2 of 4,5 of 5,21 of 43,0 of 0,0 of 0,2,48.0,,0,21,43,21,43,0,0,14,34,2,4,5,5,21,43,0,0,0,0
UFC Fight Night: Cannonier vs. Borralho,Jared Cannonier vs. Caio Borralho,Round 3,Caio Borralho,0.0,37 of 58,63%,37 of 58,0 of 0,,0.0,0.0,0:05,24 of 44,10 of 11,3 of 3,36 of 56,1 of 2,0 of 0,3,63.0,,5,37,58,37,58,0,0,24,44,10,11,3,3,36,56,1,2,0,0
UFC Fight Night: Cannonier vs. Borralho,Jared Cannonier vs. Caio Borralho,Round 4,Caio Borralho,0.0,30 of 53,56%,30 of 53,0 of 0,,0.0,0.0,0:00,19 of 37,5 of 10,6 of 6,30 of 53,0 of 0,0 of 0,4,56.0,,0,30,53,30,53,0,0,19,37,5,10,6,6,30,53,0,0,0,0
UFC Fight Night: Cannonier vs. Borralho,Jared Cannonier vs. Caio Borralho,Round 5,Caio Borralho,1.0,50 of 69,72%,53 of 72,0 of 1,0%,1.0,0.0,1:54,42 of 60,5 of 6,3 of 3,27 of 40,1 of 1,22 of 28,5,72.0,0.0,114,50,69,53,72,0,1,42,60,5,6,3,3,27,40,1,1,22,28
UFC Fight Night: Cannonier vs. Borralho,Angela Hill vs. Tabatha Ricci,Round 1,Angela Hill,0.0,21 of 47,44%,35 of 61,0 of 0,,0.0,0.0,0:05,10 of 34,11 of 13,0 of 0,14 of 37,7 of 10,0 of 0,1,44.0,,5,21,47,35,61,0,0,10,34,11,13,0,0,14,37,7,10,0,0
UFC Fight Night: Cannonier vs. Borralho,Angela Hill vs. Tabatha Ricci,Round 2,Angela Hill,0.0,44 of 79,55%,51 of 87,0 of 1,0%,0.0,0.0,0:00,27 of 52,14 of 24,3 of 3,32 of 62,8 of 10,4 of 7,2,55.0,0.0,0,44,79,51,87,0,1,27,52,14,24,3,3,32,62,8,10,4,7
UFC Fight Night: Cannonier vs. Borralho,Angela Hill vs. Tabatha Ricci,Round 3,Angela Hill,0.0,47 of 90,52%,54 of 97,0 of 1,0%,0.0,0.0,0:05,29 of 66,18 of 24,0 of 0,42 of 83,4 of 6,1 of 1,3,52.0,0.0,5,47,90,54,97,0,1,29,66,18,24,0,0,42,83,4,6,1,1
UFC Fight Night: Cannonier vs. Borralho,Angela Hill vs. Tabatha Ricci,Round 1,Tabatha Ricci,0.0,27 of 62,43%,42 of 78,0 of 0,,0.0,0.0,2:07,18 of 52,4 of 5,5 of 5,20 of 53,7 of 9,0 of 0,1,43.0,,127,27,62,42,78,0,0,18,52,4,5,5,5,20,53,7,9,0,0
UFC Fight Night: Cannonier vs. Borralho,Angela Hill vs. Tabatha Ricci,Round 2,Tabatha Ricci,0.0,35 of 76,46%,44 of 86,2 of 2,100%,0.0,0.0,1:58,29 of 67,2 of 5,4 of 4,31 of 68,1 of 2,3 of 6,2,46.0,100.0,118,35,76,44,86,2,2,29,67,2,5,4,4,31,68,1,2,3,6
UFC Fight Night: Cannonier vs. Borralho,Angela Hill vs. Tabatha Ricci,Round 3,Tabatha Ricci,0.0,39 of 101,38%,54 of 116,1 of 2,50%,0.0,0.0,0:59,35 of 96,2 of 3,2 of 2,37 of 98,2 of 3,0 of 0,3,38.0,50.0,59,39,101,54,116,1,2,35,96,2,3,2,2,37,98,2,3,0,0
UFC Fight Night: Cannonier vs. Borralho,Robert Valentin vs. Ryan Loder,Round 1,Robert Valentin,0.0,0 of 1,0%,3 of 4,0 of 0,,2.0,1.0,1:38,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0,1,0.0,,98,0,1,3,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0
UFC Fight Night: Cannonier vs. Borralho,Robert Valentin vs. Ryan Loder,Round 2,Robert Valentin,0.0,1 of 1,100%,2 of 2,0 of 1,0%,0.0,0.0,0:00,1 of 1,0 of 0,0 of 0,1 of 1,0 of 0,0 of 0,2,100.0,0.0,0,1,1,2,2,0,1,1,1,0,0,0,0,1,1,0,0,0,0
UFC Fight Night: Cannonier vs. Borralho,Robert Valentin vs. Ryan Loder,Round 1,Ryan Loder,0.0,4 of 5,80%,20 of 21,1 of 2,50%,1.0,1.0,3:08,3 of 4,1 of 1,0 of 0,1 of 1,0 of 0,3 of 4,1,80.0,50.0,188,4,5,20,21,1,2,3,4,1,1,0,0,1,1,0,0,3,4
UFC Fight Night: Cannonier vs. Borralho,Robert Valentin vs. Ryan Loder,Round 2,Ryan Loder,0.0,38 of 47,80%,43 of 52,0 of 1,0%,0.0,0.0,1:37,38 of 47,0 of 0,0 of 0,0 of 1,0 of 0,38 of 46,2,80.0,0.0,97,38,47,43,52,0,1,38,47,0,0,0,0,0,1,0,0,38,46
UFC Fight Night: Cannonier vs. Borralho,Kaan Ofli vs. Mairon Santos,Round 1,Kaan Ofli,0.0,7 of 20,35%,14 of 27,0 of 0,,0.0,0.0,1:29,7 of 17,0 of 1,0 of 2,7 of 20,0 of 0,0 of 0,1,35.0,,89,7,20,14,27,0,0,7,17,0,1,0,2,7,20,0,0,0,0
UFC Fight Night: Cannonier vs. Borralho,Kaan Ofli vs. Mairon Santos,Round 2,Kaan Ofli,0.0,5 of 8,62%,5 of 8,0 of 0,,0.0,0.0,0:04,3 of 5,1 of 1,1 of 2,4 of 7,1 of 1,0 of 0,2,62.0,,4,5,8,5,8,0,0,3,5,1,1,1,2,4,7,1,1,0,0
UFC Fight Night: Cannonier vs. Borralho,Kaan Ofli vs. Mairon Santos,Round 1,Mairon Santos,0.0,19 of 43,44%,20 of 44,0 of 0,,0.0,0.0,0:00,9 of 33,6 of 6,4 of 4,18 of 41,1 of 2,0 of 0,1,44.0,,0,19,43,20,44,0,0,9,33,6,6,4,4,18,41,1,2,0,0
UFC Fight Night: Cannonier vs. Borralho,Kaan Ofli vs. Mairon Santos,Round 2,Mairon Santos,1.0,12 of 24,50%,12 of 24,0 of 0,,0.0,0.0,0:02,6 of 15,3 of 6,3 of 3,9 of 21,0 of 0,3 of 3,2,50.0,,2,12,24,12,24,0,0,6,15,3,6,3,3,9,21,0,0,3,3
UFC Fight Night: Cannonier vs. Borralho,Neil Magny vs. Michael Morales,Round 1,Neil Magny,0.0,5 of 11,45%,13 of 19,0 of 2,0%,0.0,0.0,2:05,1 of 7,2 of 2,2 of 2,3 of 8,1 of 2,1 of 1,1,45.0,0.0,125,5,11,13,19,0,2,1,7,2,2,2,2,3,8,1,2,1,1
UFC Fight Night: Cannonier vs. Borralho,Neil Magny vs. Michael Morales,Round 1,Michael Morales,1.0,34 of 40,85%,39 of 45,0 of 0,,0.0,0.0,1:16,30 of 35,0 of 0,4 of 5,4 of 5,0 of 0,30 of 35,1,85.0,,76,34,40,39,45,0,0,30,35,0,0,4,5,4,5,0,0,30,35
UFC Fight Night: Cannonier vs. Borralho,Edmen Shahbazyan vs. Gerald Meerschaert,Round 1,Edmen Shahbazyan,0.0,22 of 50,44%,22 of 50,0 of 0,,0.0,0.0,0:03,12 of 38,9 of 11,1 of 1,21 of 46,1 of 4,0 of 0,1,44.0,,3,22,50,22,50,0,0,12,38,9,11,1,1,21,46,1,4,0,0
UFC Fight Night: Cannonier vs. Borralho,Edmen Shahbazyan vs. Gerald Meerschaert,Round 2,Edmen Shahbazyan,0.0,26 of 63,41%,26 of 63,0 of 0,,0.0,0.0,2:18,19 of 56,7 of 7,0 of 0,5 of 14,4 of 5,17 of 44,2,41.0,,138,26,63,26,63,0,0,19,56,7,7,0,0,5,14,4,5,17,44
UFC Fight Night: Cannonier vs. Borralho,Edmen Shahbazyan vs. Gerald Meerschaert,Round 1,Gerald Meerschaert,0.0,14 of 33,42%,16 of 35,0 of 1,0%,0.0,0.0,0:00,5 of 24,5 of 5,4 of 4,14 of 33,0 of 0,0 of 0,1,42.0,0.0,0,14,33,16,35,0,1,5,24,5,5,4,4,14,33,0,0,0,0
UFC Fight Night: Cannonier vs. Borralho,Edmen Shahbazyan vs. Gerald Meerschaert,Round 2,Gerald Meerschaert,0.0,7 of 11,63%,15 of 19,1 of 5,20%,1.0,0.0,0:21,6 of 9,1 of 2,0 of 0,6 of 9,1 of 2,0 of 0,2,63.0,20.0,21,7,11,15,19,1,5,6,9,1,2,0,0,6,9,1,2,0,0
