fighter_key,fighter_id,fighter_name,nick_name,wins,losses,draws,height,weight,reach,stance,date_of_birth,height_cm,weight_lbs,reach_inches,reach_cm,url,slpm,str_acc,str_acc_num,sapm,str_def,takedowns_avg,takedowns_acc,takedowns_acc_num,takedowns_def,sub_avg,source_match
ASKAR ASKAROV,b1d19449397541dc,Askar Askarov,Bullet,14.0,1.0,1.0,"5' 6""",125 lbs.,"67""",Orthodox,1992-10-09,167.64,125.0,67.0,170.18,http://ufcstats.com/fighter-details/b1d19449397541dc,3.37,55%,55.0,2.65,56%,2.75,28%,28.0,64%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ASKAR MOZHAROV,e92901944ce91909,Askar Mozharov,,19.0,13.0,0.0,"6' 3""",205 lbs.,"74""",Orthodox,1994-10-26,190.5,205.0,74.0,187.96,http://ufcstats.com/fighter-details/e92901944ce91909,0.43,18%,18.0,4.07,13%,0.0,0%,0.0,33,0.0,"fighter_tott, ufc_dataset"
ASPEN LADD,d4691518d012b9e7,Aspen Ladd,,9.0,3.0,0.0,"5' 6""",135 lbs.,"66""",Orthodox,1995-03-01,167.64,135.0,66.0,167.64,http://ufcstats.com/fighter-details/d4691518d012b9e7,5.22,55%,55.0,4.84,46%,2.45,75%,75.0,66%,1.2,"fighter_tott, raw_fighter_details, ufc_dataset"
ASSUERIO SILVA,e091482fa6648261,Assuerio Silva,,16.0,8.0,0.0,"5' 10""",241 lbs.,,Orthodox,1974-06-18,177.8,241.0,,,http://ufcstats.com/fighter-details/e091482fa6648261,1.42,46%,46.0,4.2,54%,2.66,34%,34.0,25%,1.8,"fighter_tott, raw_fighter_details, ufc_dataset"
ASU ALMABAYEV,8d3273573b85be09,Asu Almabayev,Zulfikar,22.0,3.0,0.0,"5' 4""",125 lbs.,"65""",Orthodox,1994-01-25,162.56,125.0,65.0,165.1,http://ufcstats.com/fighter-details/8d3273573b85be09,2.28,51%,51.0,1.94,53%,4.74,45%,45.0,44%,1.4,"fighter_tott, raw_fighter_details, ufc_dataset"
ATEBA GAUTIER,2f815ed5f8278ba6,Ateba Gautier,The Silent Assassin,8.0,1.0,0.0,"6' 4""",185 lbs.,"81""",Switch,2002-04-10,193.04,185.0,81.0,205.74,http://ufcstats.com/fighter-details/2f815ed5f8278ba6,4.32,43%,43.0,2.6,54%,0.41,100%,100.0,93%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
ATSUSHI YAMAMOTO,351264d11286d09a,Atsushi Yamamoto,,,,,"5' 6""",139 lbs.,,Orthodox,1980-10-02,167.64,139.0,,,http://ufcstats.com/fighter-details/351264d11286d09a,1.97,39%,39.0,1.27,70%,1.12,33%,33.0,100%,0.0,"fighter_tott, raw_fighter_details"
AUGUSTO MENDES,3d5b1ce6097dbb49,Augusto Mendes,Tanquinho,6.0,2.0,0.0,"5' 6""",135 lbs.,"65""",Orthodox,1983-03-03,167.64,135.0,65.0,165.1,http://ufcstats.com/fighter-details/3d5b1ce6097dbb49,2.42,34%,34.0,3.91,56%,1.75,33%,33.0,80%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
AUGUSTO MONTANO,94508d80e1f885fc,Augusto Montano,Dodger,15.0,3.0,0.0,"6' 1""",170 lbs.,"73""",Orthodox,1984-10-25,185.42,170.0,73.0,185.42,http://ufcstats.com/fighter-details/94508d80e1f885fc,3.46,46%,46.0,2.66,56%,0.0,0%,0.0,66%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
AUGUSTO SAKAI,441eacbe20e0e80b,Augusto Sakai,,16.0,5.0,1.0,"6' 3""",265 lbs.,"77""",Orthodox,1991-05-09,190.5,265.0,77.0,195.58,http://ufcstats.com/fighter-details/441eacbe20e0e80b,5.32,48%,48.0,4.02,50%,0.15,50%,50.0,66%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
AURELIJUS KERPE,c1e4ae143cce7398,Aurelijus Kerpe,,,,,,,,Orthodox,,,,,,http://ufcstats.com/fighter-details/c1e4ae143cce7398,1.26,16%,16.0,8.21,31%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
AUSTEN LANE,be9bdec19b7e9ffe,Austen Lane,,13.0,7.0,0.0,"6' 6""",245 lbs.,"80""",Orthodox,1987-11-09,198.12,245.0,80.0,203.2,http://ufcstats.com/fighter-details/be9bdec19b7e9ffe,5.26,35%,35.0,6.32,60%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
AUSTIN ARNETT,bf0e700106d00e55,Austin Arnett,,16.0,6.0,0.0,"6' 0""",145 lbs.,"72""",Orthodox,1991-10-22,182.88,145.0,72.0,182.88,http://ufcstats.com/fighter-details/bf0e700106d00e55,4.52,41%,41.0,6.38,62%,0.44,18%,18.0,57%,0.2,"fighter_tott, raw_fighter_details, ufc_dataset"
AUSTIN BASHI,d3f89fa685bd8420,Austin Bashi,,14.0,1.0,0.0,"5' 6""",145 lbs.,"70""",Orthodox,2001-09-29,167.64,145.0,70.0,177.8,http://ufcstats.com/fighter-details/d3f89fa685bd8420,1.75,47%,47.0,2.34,48%,7.81,41%,41.0,62,1.7,"fighter_tott, ufc_dataset"
AUSTIN HUBBARD,d2cd7a69cc55e7ed,Austin Hubbard,Thud,17.0,10.0,0.0,"5' 10""",155 lbs.,"71""",Orthodox,1991-12-22,177.8,155.0,71.0,180.34,http://ufcstats.com/fighter-details/d2cd7a69cc55e7ed,3.45,48%,48.0,2.58,58%,0.76,60%,60.0,53%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
AUSTIN LINGO,305d73ede05e31ad,Austin Lingo,Lights Out,9.0,3.0,0.0,"5' 10""",145 lbs.,"70""",Orthodox,1994-07-10,177.8,145.0,70.0,177.8,http://ufcstats.com/fighter-details/305d73ede05e31ad,3.57,44%,44.0,3.17,62%,1.0,66%,66.0,76%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
AUSTIN SPRINGER,37cc294027f55e4d,Austin Springer,,12.0,4.0,0.0,"5' 8""",145 lbs.,"71""",Orthodox,1987-05-12,172.72,145.0,71.0,180.34,http://ufcstats.com/fighter-details/37cc294027f55e4d,3.54,57%,57.0,3.15,41%,3.37,40%,40.0,100%,0.8,"fighter_tott, raw_fighter_details, ufc_dataset"
AUSTIN TWEEDY,885adaff8fe15cf7,Austin Tweedy,,,,,"5' 9""",155 lbs.,,Orthodox,1990-09-25,175.26,155.0,,,http://ufcstats.com/fighter-details/885adaff8fe15cf7,4.29,66%,66.0,6.43,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
AUSTIN VANDERFORD,32c3ee378671a5d9,Austin Vanderford,,13.0,2.0,0.0,"5' 11""",170 lbs.,"74""",Orthodox,1990-03-21,180.34,170.0,74.0,187.96,http://ufcstats.com/fighter-details/32c3ee378671a5d9,3.9,52%,52.0,5.19,45%,0.0,0%,0.0,100%,1.9,"fighter_tott, raw_fighter_details, ufc_dataset"
AXEL SOLA,1d2d98ddd05b38fb,Axel Sola,,11.0,0.0,1.0,"6' 2""",170 lbs.,"74""",Southpaw,1997-09-17,187.96,170.0,74.0,187.96,http://ufcstats.com/fighter-details/1d2d98ddd05b38fb,3.74,42%,42.0,2.74,75%,1.25,25%,25.0,0,0.0,"fighter_tott, ufc_dataset"
AZAMAT BEKOEV,3bc3f60b21cddc6a,Azamat Bekoev,Iron,20.0,3.0,0.0,"6' 0""",185 lbs.,"72""",Orthodox,1995-12-30,182.88,185.0,72.0,182.88,http://ufcstats.com/fighter-details/3bc3f60b21cddc6a,4.57,52%,52.0,6.83,31%,3.48,43%,43.0,62%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
AZAMAT GASHIMOV,a1b0715c4fd2dbd3,Azamat Gashimov,,8.0,3.0,0.0,"5' 6""",125 lbs.,,Orthodox,1990-04-07,167.64,125.0,,,http://ufcstats.com/fighter-details/a1b0715c4fd2dbd3,1.24,21%,21.0,4.75,53%,1.69,25%,25.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
AZAMAT MURZAKANOV,e90a2f22417af68e,Azamat Murzakanov,The Professional,15.0,0.0,0.0,"5' 10""",205 lbs.,"71""",Southpaw,1989-04-12,177.8,205.0,71.0,180.34,http://ufcstats.com/fighter-details/e90a2f22417af68e,4.4,56%,56.0,3.2,56%,0.68,20%,20.0,88%,0.2,"fighter_tott, raw_fighter_details, ufc_dataset"
AZAMAT NUFTILLAEV,b37321c0bb9e8570,Azamat Nuftillaev,,,,,,265 lbs.,,,1994-01-01,,265.0,,,http://ufcstats.com/fighter-details/b37321c0bb9e8570,,,,,,,,,,,fighter_tott
AZAT MAKSUM,7f1bf0c255ec8756,Azat Maksum,Qazaq,15.0,2.0,0.0,"5' 7""",125 lbs.,"70""",Southpaw,1995-02-02,170.18,125.0,70.0,177.8,http://ufcstats.com/fighter-details/7f1bf0c255ec8756,3.24,28%,28.0,5.0,52%,2.33,28%,28.0,85,0.3,"fighter_tott, ufc_dataset"
AZIZ KHAYDAROV,a072b512b6f4fc42,Aziz Khaydarov,,,,,"5' 11""",155 lbs.,"72""",Orthodox,1993-09-25,180.34,155.0,72.0,182.88,http://ufcstats.com/fighter-details/a072b512b6f4fc42,,,,,,,,,,,fighter_tott
AZUNNA ANYANWU,78d48d3874dacafd,Azunna Anyanwu,Zulu,14.0,5.0,0.0,"6' 1""",251 lbs.,,Orthodox,1981-08-05,185.42,251.0,,,http://ufcstats.com/fighter-details/78d48d3874dacafd,2.47,42%,42.0,2.47,69%,0.65,100%,100.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
BAERGENG JIELEYISI,8677e67a75d65b8e,Baergeng Jieleyisi,,18.0,7.0,0.0,"5' 9""",145 lbs.,"71""",Orthodox,1995-11-24,175.26,145.0,71.0,180.34,http://ufcstats.com/fighter-details/8677e67a75d65b8e,1.61,35%,35.0,2.62,52%,1.73,38%,38.0,78,0.2,"fighter_tott, ufc_dataset"
BAHATEBOLE BATEBOLATI,8f313e9c3a39c06e,Bahatebole Batebolati,,,,,"5' 8""",170 lbs.,"71""",Southpaw,1997-09-12,172.72,170.0,71.0,180.34,http://ufcstats.com/fighter-details/8f313e9c3a39c06e,,,,,,,,,,,fighter_tott
BAILEY SCHOENFELDER,b0353e7f5038dd09,Bailey Schoenfelder,,,,,"6' 3""",265 lbs.,"76""",Orthodox,1997-09-22,190.5,265.0,76.0,193.04,http://ufcstats.com/fighter-details/b0353e7f5038dd09,,,,,,,,,,,fighter_tott
BAISANGUR SUSURKAEV,d1feea7a4bdcd503,Baisangur Susurkaev,Hunter,10.0,0.0,0.0,"6' 2""",185 lbs.,"79""",Orthodox,2001-01-08,187.96,185.0,79.0,200.66,http://ufcstats.com/fighter-details/d1feea7a4bdcd503,5.74,54%,54.0,4.45,58%,2.09,26%,26.0,100%,0.8,"fighter_tott, raw_fighter_details, ufc_dataset"
BALAJIN,e626e92a8f2a9737,Balajin,,,,,"5' 9""",145 lbs.,"72""",Orthodox,1992-03-31,175.26,145.0,72.0,182.88,http://ufcstats.com/fighter-details/e626e92a8f2a9737,,,,,,,,,,,fighter_tott
BAO QUACH,d365ee924f5cc3fc,Bao Quach,,,,,"5' 3""",145 lbs.,,Orthodox,1979-09-04,160.02,145.0,,,http://ufcstats.com/fighter-details/d365ee924f5cc3fc,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
BARB HONCHAK,472f6f6e6d962f40,Barb Honchak,Little Warrior,10.0,4.0,0.0,"5' 4""",125 lbs.,"65""",Orthodox,1979-08-30,162.56,125.0,65.0,165.1,http://ufcstats.com/fighter-details/472f6f6e6d962f40,4.04,30%,30.0,4.67,66%,0.0,0%,0.0,0%,1.3,"fighter_tott, raw_fighter_details, ufc_dataset"
BART PALASZEWSKI,4304992c2acc187b,Bart Palaszewski,Bartimus,36.0,17.0,0.0,"5' 9""",145 lbs.,"70""",Orthodox,1983-05-30,175.26,145.0,70.0,177.8,http://ufcstats.com/fighter-details/4304992c2acc187b,2.67,32%,32.0,3.97,57%,0.65,31%,31.0,53%,0.5,"fighter_tott, raw_fighter_details, ufc_dataset"
BARTOSZ FABINSKI,e17ac6410c8377f4,Bartosz Fabinski,The Butcher,15.0,5.0,0.0,"6' 0""",170 lbs.,"75""",Orthodox,1986-04-26,182.88,170.0,75.0,190.5,http://ufcstats.com/fighter-details/e17ac6410c8377f4,2.2,69%,69.0,1.35,53%,7.08,69%,69.0,80%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
BARTOSZ SZEWCZYK,224050896306f00c,Bartosz Szewczyk,,,,,"6' 4""",205 lbs.,"73""",Orthodox,1997-09-18,193.04,205.0,73.0,185.42,http://ufcstats.com/fighter-details/224050896306f00c,,,,,,,,,,,fighter_tott
BARU HARN,848809f3986b4977,Baru Harn,,,,,,265 lbs.,,,,,265.0,,,http://ufcstats.com/fighter-details/848809f3986b4977,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
BAS RUTTEN,03688dc3c3af3ac1,Bas Rutten,El Guapo,28.0,4.0,1.0,"6' 1""",205 lbs.,,Orthodox,1965-02-24,185.42,205.0,,,http://ufcstats.com/fighter-details/03688dc3c3af3ac1,5.59,61%,61.0,2.06,79%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
BASSIL HAFEZ,f4d92416da98804b,Bassil Hafez,The Habibi,9.0,4.0,1.0,"5' 11""",170 lbs.,"72""",Orthodox,1992-01-31,180.34,170.0,72.0,182.88,http://ufcstats.com/fighter-details/f4d92416da98804b,3.71,38%,38.0,5.68,41%,2.21,24%,24.0,50,0.0,"fighter_tott, ufc_dataset"
BATGEREL DANAA,3b0a516d2921e0d6,Batgerel Danaa,Storm,12.0,5.0,0.0,"5' 7""",135 lbs.,"70""",Orthodox,1989-07-04,170.18,135.0,70.0,177.8,http://ufcstats.com/fighter-details/3b0a516d2921e0d6,5.66,38%,38.0,2.61,58%,0.0,0%,0.0,57%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
BAZIGIT ATAJEV,fd7acf42bd6e7e95,Bazigit Atajev,,,,,"6' 1""",230 lbs.,,Orthodox,,185.42,230.0,,,http://ufcstats.com/fighter-details/fd7acf42bd6e7e95,0.87,41%,41.0,3.14,49%,1.0,33%,33.0,0%,0.0,"fighter_tott, raw_fighter_details"
BEA MALECKI,b60c980f79b87ce8,Bea Malecki,,4.0,1.0,0.0,"5' 9""",135 lbs.,"74""",Orthodox,1991-08-23,175.26,135.0,74.0,187.96,http://ufcstats.com/fighter-details/b60c980f79b87ce8,6.78,46%,46.0,6.14,62%,0.0,0%,0.0,78%,1.4,"fighter_tott, raw_fighter_details, ufc_dataset"
BEC RAWLINGS,907e60fd13407e1e,Bec Rawlings,Rowdy,7.0,8.0,0.0,"5' 6""",125 lbs.,"64""",Orthodox,1989-02-11,167.64,125.0,64.0,162.56,http://ufcstats.com/fighter-details/907e60fd13407e1e,4.48,42%,42.0,5.66,57%,0.71,40%,40.0,68%,0.4,"fighter_tott, raw_fighter_details, ufc_dataset"
BEKZAT ALMAKHAN,a4dc0f2b95df4cc1,Bekzat Almakhan,The Turan Warrior,12.0,2.0,0.0,"5' 7""",135 lbs.,"68""",Orthodox,1997-10-08,170.18,135.0,68.0,172.72,http://ufcstats.com/fighter-details/a4dc0f2b95df4cc1,2.58,39%,39.0,4.23,52%,0.0,0%,0.0,59%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
BELAL MUHAMMAD,b1b0729d27936f2f,Belal Muhammad,Remember the Name,24.0,4.0,0.0,"5' 11""",170 lbs.,"72""",Orthodox,1988-07-09,180.34,170.0,72.0,182.88,http://ufcstats.com/fighter-details/b1b0729d27936f2f,4.36,42%,42.0,3.92,55%,1.98,35%,35.0,90%,0.1,"fighter_tott, raw_fighter_details, ufc_dataset"
BEN ALLOWAY,c4fe2e9a06ea5bcb,Ben Alloway,Blanco,18.0,8.0,0.0,"5' 11""",170 lbs.,"76""",Orthodox,1981-02-19,180.34,170.0,76.0,193.04,http://ufcstats.com/fighter-details/c4fe2e9a06ea5bcb,1.28,49%,49.0,1.9,59%,0.62,50%,50.0,26%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
BEN ASKREN,0b31f87be71ebbb1,Ben Askren,Funky,19.0,2.0,0.0,"5' 11""",170 lbs.,"73""",Orthodox,1984-07-18,180.34,170.0,73.0,185.42,http://ufcstats.com/fighter-details/0b31f87be71ebbb1,3.64,49%,49.0,5.66,36%,4.33,55%,55.0,0%,0.9,"fighter_tott, raw_fighter_details, ufc_dataset"
BEN EARWOOD,ee457ef1e1c326c1,Ben Earwood,,12.0,3.0,0.0,"5' 8""",170 lbs.,,Orthodox,,172.72,170.0,,,http://ufcstats.com/fighter-details/ee457ef1e1c326c1,0.5,55%,55.0,0.2,33%,3.0,100%,100.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
BEN HOLSCHER,6070f16bcfd89fcf,Ben Holscher,,,,,"5' 11""",155 lbs.,,,,180.34,155.0,,,http://ufcstats.com/fighter-details/6070f16bcfd89fcf,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
BEN JOHNSTON,a2c8207ceab6736c,BEN JOHNSTON,,,,,"6' 4""",185 lbs.,"76""",Orthodox,1990-10-11,,185.0,76.0,193.04,,1.01,75%,75.0,1.01,29%,2.54,100%,100.0,100%,0.0,raw_fighter_details
BEN JONES,329aff8e958a2997,Ben Jones,,,,,,185 lbs.,,,,,185.0,,,http://ufcstats.com/fighter-details/329aff8e958a2997,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
BEN LAGMAN,b40e65d71a8d4ce5,Ben Lagman,,,,,"6' 2""",185 lbs.,,,1986-09-04,187.96,185.0,,,http://ufcstats.com/fighter-details/b40e65d71a8d4ce5,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
BEN NGUYEN,840d2c82ea68b9aa,Ben Nguyen,Ten,16.0,8.0,0.0,"5' 5""",125 lbs.,"65""",Switch,1988-08-03,165.1,125.0,65.0,165.1,http://ufcstats.com/fighter-details/840d2c82ea68b9aa,3.51,40%,40.0,3.01,59%,0.25,33%,33.0,63%,1.0,"fighter_tott, raw_fighter_details, ufc_dataset"
BEN REITER,ee7b7768a4e6dc45,Ben Reiter,,,,,"6' 3""",185 lbs.,,,1987-06-27,190.5,185.0,,,http://ufcstats.com/fighter-details/ee7b7768a4e6dc45,1.8,46%,46.0,1.53,54%,7.0,43%,43.0,0%,0.0,"fighter_tott, raw_fighter_details"
BEN ROTHWELL,bd58d34e39b7b12a,Ben Rothwell,,39.0,14.0,0.0,"6' 4""",265 lbs.,"78""",Orthodox,1981-10-17,193.04,265.0,78.0,198.12,http://ufcstats.com/fighter-details/bd58d34e39b7b12a,3.55,41%,41.0,4.57,46%,0.63,33%,33.0,69%,0.3,"fighter_tott, raw_fighter_details, ufc_dataset"
BEN SAUNDERS,484acc7b0f856ce9,Ben Saunders,Killa B,22.0,13.0,2.0,"6' 2""",170 lbs.,"77""",Orthodox,1983-04-13,187.96,170.0,77.0,195.58,http://ufcstats.com/fighter-details/484acc7b0f856ce9,3.23,50%,50.0,3.58,51%,0.2,40%,40.0,66%,1.3,"fighter_tott, raw_fighter_details, ufc_dataset"
BEN SOSOLI,326f94d6cfb1bf25,Ben Sosoli,Combat Wombat,7.0,3.0,0.0,"6' 0""",265 lbs.,"72""",Southpaw,1989-12-10,182.88,265.0,72.0,182.88,http://ufcstats.com/fighter-details/326f94d6cfb1bf25,2.31,31%,31.0,4.3,47%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
BEN WALL,1ad381c8994c4e5b,Ben Wall,Manimal,8.0,7.0,1.0,"5' 10""",155 lbs.,,Orthodox,1989-03-25,177.8,155.0,,,http://ufcstats.com/fighter-details/1ad381c8994c4e5b,1.47,29%,29.0,8.53,29%,0.0,0%,0.0,100%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
BENARDO SOPAJ,b6c37948cb226e8c,Benardo Sopaj,Lion King,12.0,3.0,0.0,"5' 6""",135 lbs.,"66""",Orthodox,2000-09-25,167.64,135.0,66.0,167.64,http://ufcstats.com/fighter-details/b6c37948cb226e8c,4.39,58%,58.0,4.69,52%,2.43,60%,60.0,76%,0.8,"fighter_tott, raw_fighter_details, ufc_dataset"
BENDY CASIMIR,ec7ac09293d26c05,Bendy Casimir,,,,,"5' 5""",145 lbs.,,Southpaw,1980-06-10,165.1,145.0,,,http://ufcstats.com/fighter-details/ec7ac09293d26c05,0.74,27%,27.0,3.42,54%,0.0,0%,0.0,100%,0.0,"fighter_tott, raw_fighter_details"
BENEIL DARIUSH,08af939f41b5a57b,Beneil Dariush,,23.0,6.0,1.0,"5' 10""",155 lbs.,"72""",Southpaw,1989-05-06,177.8,155.0,72.0,182.88,http://ufcstats.com/fighter-details/08af939f41b5a57b,3.74,49%,49.0,2.63,57%,2.21,38%,38.0,82%,0.8,"fighter_tott, raw_fighter_details, ufc_dataset"
BENITO LOPEZ,773f7feacf96153e,Benito Lopez,Golden Boy,10.0,2.0,0.0,"5' 10""",135 lbs.,"73""",Switch,1994-04-06,177.8,135.0,73.0,185.42,http://ufcstats.com/fighter-details/773f7feacf96153e,4.49,44%,44.0,4.8,58%,0.0,0%,0.0,78%,0.3,"fighter_tott, raw_fighter_details, ufc_dataset"
BENJAMIN BENNETT,7030c27fc9778964,Benjamin Bennett,,,,,"6' 0""",170 lbs.,"73""",Switch,1994-05-08,182.88,170.0,73.0,185.42,http://ufcstats.com/fighter-details/7030c27fc9778964,,,,,,,,,,,fighter_tott
BENJAMIN DONOVAN JOHNSTON,3261aa79bf6caa64,Benjamin Donovan Johnston,,,,,,185 lbs.,,,1990-10-11,,185.0,,,http://ufcstats.com/fighter-details/3261aa79bf6caa64,,,,,,,,,,,fighter_tott
BENJI RADACH,01b39decaf0abf6a,Benji Radach,Razor,21.0,7.0,0.0,"5' 10""",185 lbs.,,Orthodox,1979-04-05,177.8,185.0,,,http://ufcstats.com/fighter-details/01b39decaf0abf6a,2.62,49%,49.0,2.31,51%,1.06,41%,41.0,71%,0.4,"fighter_tott, raw_fighter_details, ufc_dataset"
BENOIT SAINT DENIS,c2299ec916bc7c56,Benoit Saint Denis,God of War,15.0,3.0,0.0,"5' 11""",155 lbs.,"73""",Southpaw,1995-12-18,180.34,155.0,73.0,185.42,http://ufcstats.com/fighter-details/c2299ec916bc7c56,5.05,55%,55.0,4.19,42%,4.35,37%,37.0,70,1.6,"fighter_tott, ufc_dataset"
BENSON HENDERSON,2676b28836a5a836,Benson Henderson,Smooth,24.0,7.0,0.0,"5' 9""",170 lbs.,"70""",Southpaw,1983-11-16,175.26,170.0,70.0,177.8,http://ufcstats.com/fighter-details/2676b28836a5a836,2.93,45%,45.0,1.79,63%,2.4,45%,45.0,63%,0.8,"fighter_tott, raw_fighter_details, ufc_dataset"
BENTLEY SYLER,abd2109bc4cb0291,Bentley Syler,Bolivia,5.0,1.0,0.0,"5' 4""",125 lbs.,,Orthodox,1982-12-22,162.56,125.0,,,http://ufcstats.com/fighter-details/abd2109bc4cb0291,1.3,18%,18.0,1.73,79%,0.0,0%,0.0,75%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
BERNARDO MAGALHAES,7a613f78dd7ee8f8,Bernardo Magalhaes,Trekko,13.0,4.0,0.0,"5' 9""",155 lbs.,,Orthodox,1981-04-08,175.26,155.0,,,http://ufcstats.com/fighter-details/7a613f78dd7ee8f8,1.8,27%,27.0,3.37,68%,0.0,0%,0.0,0%,0.5,"fighter_tott, raw_fighter_details, ufc_dataset"
BERTRAND AMOUSSOU,53adf5b845d91e4a,Bertrand Amoussou,,,,,"5' 8""",190 lbs.,,Orthodox,,172.72,190.0,,,http://ufcstats.com/fighter-details/53adf5b845d91e4a,6.75,39%,39.0,2.01,83%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
BESAM YOUSEF,98ec9f385cca47fc,Besam Yousef,,7.0,4.0,0.0,"5' 11""",170 lbs.,,Orthodox,1985-03-25,180.34,170.0,,,http://ufcstats.com/fighter-details/98ec9f385cca47fc,3.14,53%,53.0,3.98,38%,1.33,66%,66.0,50%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
BETHE CORREIA,673ea7dcc786b1b3,Bethe Correia,Pitbull,11.0,6.0,1.0,"5' 5""",135 lbs.,"64""",Orthodox,1983-06-22,165.1,135.0,64.0,162.56,http://ufcstats.com/fighter-details/673ea7dcc786b1b3,4.39,44%,44.0,4.56,58%,0.44,20%,20.0,84%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
BEVON LEWIS,899923ff6ab13917,Bevon Lewis,,7.0,3.0,0.0,"6' 3""",185 lbs.,"79""",Orthodox,1991-05-05,190.5,185.0,79.0,200.66,http://ufcstats.com/fighter-details/899923ff6ab13917,3.73,43%,43.0,2.67,54%,0.0,0%,0.0,66%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
BHARAT KANDARE,efd2b3e9bb7965a4,Bharat Kandare,Daring,5.0,3.0,0.0,"5' 7""",135 lbs.,"72""",Orthodox,1987-06-20,170.18,135.0,72.0,182.88,http://ufcstats.com/fighter-details/efd2b3e9bb7965a4,0.7,10%,10.0,1.88,72%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
BIA MESQUITA,eff9074bc066f0f2,Bia Mesquita,,,,,"5' 4""",135 lbs.,"67""",Orthodox,1991-04-07,,135.0,67.0,170.18,http://ufcstats.com/fighter-details/eff9074bc066f0f2,4.52,57%,57.0,1.27,71%,3.57,75%,75.0,0%,3.6,"fighter_tott, raw_fighter_details"
BIBIANO FERNANDES,cbc071cb20ea59c7,Bibiano Fernandes,,,,,"5' 7""",139 lbs.,,Orthodox,1980-03-30,170.18,139.0,,,http://ufcstats.com/fighter-details/cbc071cb20ea59c7,2.91,40%,40.0,2.02,72%,3.97,53%,53.0,77%,0.6,"fighter_tott, raw_fighter_details"
BIBULATOV MAGOMED,87f19d19f4cb73f8,Bibulatov Magomed,Chaborz,14.0,2.0,0.0,"5' 5""",125 lbs.,"65""",Orthodox,1988-08-22,165.1,125.0,65.0,165.1,http://ufcstats.com/fighter-details/87f19d19f4cb73f8,3.6,51%,51.0,1.83,52%,2.85,40%,40.0,75%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
BILL ALGEO,9abc648e76c4493a,Bill Algeo,Senor Perfecto,18.0,9.0,0.0,"6' 0""",145 lbs.,"73""",Switch,1989-06-09,182.88,145.0,73.0,185.42,http://ufcstats.com/fighter-details/9abc648e76c4493a,6.8,56%,56.0,5.31,38%,0.67,33%,33.0,62%,0.0,"fighter_tott, raw_fighter_details, ufc_dataset"
BILL COOPER,78bd6940d093fd33,Bill Cooper,,,,,,155 lbs.,,,1984-05-05,,155.0,,,http://ufcstats.com/fighter-details/78bd6940d093fd33,0.0,0%,0.0,0.0,0%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
BILL DUVALL,7df4d3c38792b083,Bill Duvall,,,,,"6' 2""",185 lbs.,,Southpaw,,187.96,185.0,,,http://ufcstats.com/fighter-details/7df4d3c38792b083,0.0,0%,0.0,2.4,40%,0.0,0%,0.0,0%,0.0,"fighter_tott, raw_fighter_details"
