red_fighter_name,blue_fighter_name,event_date,red_fighter_nickname,blue_fighter_nickname,red_fighter_result,blue_fighter_result,fight_outcome,method,round,time,time_format,referee,details,bout_type,bonus,event_name,event_location,red_fighter_kd,blue_fighter_kd,red_fighter_sig_str,blue_fighter_sig_str,red_fighter_sig_str_pct,blue_fighter_sig_str_pct,red_fighter_total_str,blue_fighter_total_str,red_fighter_td,blue_fighter_td,red_fighter_td_pct,blue_fighter_td_pct,red_fighter_sub_att,blue_fighter_sub_att,red_fighter_rev,blue_fighter_rev,red_fighter_ctrl,blue_fighter_ctrl,red_fighter_sig_str_head,blue_fighter_sig_str_head,red_fighter_sig_str_body,blue_fighter_sig_str_body,red_fighter_sig_str_leg,blue_fighter_sig_str_leg,red_fighter_sig_str_distance,blue_fighter_sig_str_distance,red_fighter_sig_str_clinch,blue_fighter_sig_str_clinch,red_fighter_sig_str_ground,blue_fighter_sig_str_ground,red_fighter_sig_str_head_pct,blue_fighter_sig_str_head_pct,red_fighter_sig_str_body_pct,blue_fighter_sig_str_body_pct,red_fighter_sig_str_leg_pct,blue_fighter_sig_str_leg_pct,red_fighter_sig_str_distance_pct,blue_fighter_sig_str_distance_pct,red_fighter_sig_str_clinch_pct,blue_fighter_sig_str_clinch_pct,red_fighter_sig_str_ground_pct,blue_fighter_sig_str_ground_pct,red_fighter_total_pts,blue_fighter_total_pts,time_seconds,red_fighter_sig_str_landed,red_fighter_sig_str_attempted,blue_fighter_sig_str_landed,blue_fighter_sig_str_attempted,red_fighter_sig_str_pct_num,blue_fighter_sig_str_pct_num,red_fighter_total_str_landed,red_fighter_total_str_attempted,blue_fighter_total_str_landed,blue_fighter_total_str_attempted,red_fighter_td_landed,red_fighter_td_attempted,blue_fighter_td_landed,blue_fighter_td_attempted,red_fighter_td_pct_num,blue_fighter_td_pct_num,red_fighter_sig_str_head_landed,red_fighter_sig_str_head_attempted,blue_fighter_sig_str_head_landed,blue_fighter_sig_str_head_attempted,red_fighter_sig_str_body_landed,red_fighter_sig_str_body_attempted,blue_fighter_sig_str_body_landed,blue_fighter_sig_str_body_attempted,red_fighter_sig_str_leg_landed,red_fighter_sig_str_leg_attempted,blue_fighter_sig_str_leg_landed,blue_fighter_sig_str_leg_attempted,red_fighter_sig_str_distance_landed,red_fighter_sig_str_distance_attempted,blue_fighter_sig_str_distance_landed,blue_fighter_sig_str_distance_attempted,red_fighter_sig_str_clinch_landed,red_fighter_sig_str_clinch_attempted,blue_fighter_sig_str_clinch_landed,blue_fighter_sig_str_clinch_attempted,red_fighter_sig_str_ground_landed,red_fighter_sig_str_ground_attempted,blue_fighter_sig_str_ground_landed,blue_fighter_sig_str_ground_attempted,red_key,blue_key,date_key,red_odds,blue_odds,location,country,total_fight_time_secs,red_dec_odds,blue_dec_odds,red_sub_odds,blue_sub_odds,red_ko_odds,blue_ko_odds,better_rank,empty_arena,blue_match_weightclass_rank,red_match_weightclass_rank,red_women_s_flyweight_rank,red_women_s_featherweight_rank,red_women_s_strawweight_rank,red_women_s_bantamweight_rank,red_heavyweight_rank,red_light_heavyweight_rank,red_middleweight_rank,red_welterweight_rank,red_lightweight_rank,red_featherweight_rank,red_bantamweight_rank,red_flyweight_rank,red_pound_for_pound_rank,blue_women_s_flyweight_rank,blue_women_s_featherweight_rank,blue_women_s_strawweight_rank,blue_women_s_bantamweight_rank,blue_heavyweight_rank,blue_light_heavyweight_rank,blue_middleweight_rank,blue_welterweight_rank,blue_lightweight_rank,blue_featherweight_rank,blue_bantamweight_rank,blue_flyweight_rank,blue_pound_for_pound_rank,odds_match
PARKER PORTER,CHASE SHERMAN,2021-08-21,,The Vanilla Gorilla,W,L,red_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Rick Winter 27 - 30. Junichiro Kamijo 27 - 30. Tony Weeks 28 - 29.,Heavyweight Bout,,UFC Fight Night: Cannonier vs. Gastelum,"Las Vegas, Nevada, USA",0,0,149 of 278,117 of 249,53.0,46.0,159 of 294,121 of 253,1 of 8,0 of 0,12.0,,0,0,0,0,2:19,0:00,116 of 243,69 of 199,17 of 17,15 of 17,16 of 18,33 of 33,141 of 270,115 of 247,7 of 7,2 of 2,1 of 1,0 of 0,77.0,58.0,11.0,12.0,10.0,28.0,94.0,98.0,4.0,1.0,0.0,0.0,30 30 29,27 27 28,300,149,278,117,249,53.0,46.0,159,294,121,253,1,8,0,0,12.0,,116,243,69,199,17,17,15,17,16,18,33,33,141,270,115,247,7,7,2,2,1,1,0,0,PARKER PORTER,CHASE SHERMAN,2021-08-21,170.0,-200.0,"Las Vegas, Nevada, USA",USA,900.0,450.0,300.0,900.0,1600.0,500.0,120.0,neither,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
ROOSEVELT ROBERTS,IGNACIO BAHAMONDES,2021-08-21,The Predator,La Jaula,L,W,blue_win,KO/TKO,3,4:55,3 Rnd (5-5-5),Mark Smith,Kick to Head At Distance Wheel Kick,Lightweight Bout,perf,UFC Fight Night: Cannonier vs. Gastelum,"Las Vegas, Nevada, USA",0,1,55 of 168,105 of 228,32.0,46.0,65 of 185,124 of 260,0 of 12,0 of 0,0.0,,0,0,0,0,1:44,1:38,47 of 154,41 of 145,2 of 5,31 of 43,6 of 9,33 of 40,54 of 166,97 of 216,1 of 2,6 of 9,0 of 0,2 of 3,85.0,39.0,3.0,29.0,10.0,31.0,98.0,92.0,1.0,5.0,0.0,1.0,18 19 18,20 19 20,295,55,168,105,228,32.0,46.0,65,185,124,260,0,12,0,0,0.0,,47,154,41,145,2,5,31,43,6,9,33,40,54,166,97,216,1,2,6,9,0,0,2,3,ROOSEVELT ROBERTS,IGNACIO BAHAMONDES,2021-08-21,-155.0,135.0,"Las Vegas, Nevada, USA",USA,895.0,180.0,330.0,330.0,1600.0,800.0,350.0,neither,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
SASHA PALATNIKOV,RAMIZ BRAHIMAJ,2021-08-21,,,L,W,blue_win,Submission,1,2:33,3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke,Welterweight Bout,,UFC Fight Night: Cannonier vs. Gastelum,"Las Vegas, Nevada, USA",0,0,1 of 1,1 of 2,100.0,50.0,1 of 3,3 of 5,0 of 0,2 of 2,,100.0,0,1,0,0,0:00,2:12,1 of 1,1 of 2,0 of 0,0 of 0,0 of 0,0 of 0,1 of 1,1 of 2,0 of 0,0 of 0,0 of 0,0 of 0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,- - -,- - -,153,1,1,1,2,100.0,50.0,1,3,3,5,0,0,2,2,,100.0,1,1,1,2,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,SASHA PALATNIKOV,RAMIZ BRAHIMAJ,2021-08-21,145.0,-165.0,"Las Vegas, Nevada, USA",USA,153.0,330.0,330.0,1400.0,175.0,300.0,1100.0,neither,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
TREVIN JONES,SAIDYOKUB KAKHRAMONOV,2021-08-21,5 Star,,L,W,blue_win,Submission,3,4:39,3 Rnd (5-5-5),Herb Dean,Guillotine Choke Standing,Bantamweight Bout,,UFC Fight Night: Cannonier vs. Gastelum,"Las Vegas, Nevada, USA",0,0,12 of 31,36 of 65,38.0,55.0,70 of 112,123 of 163,1 of 8,2 of 7,12.0,28.0,0,4,0,0,8:59,1:07,6 of 23,21 of 48,5 of 7,10 of 11,1 of 1,5 of 6,5 of 21,21 of 46,5 of 5,15 of 19,2 of 5,0 of 0,50.0,58.0,41.0,27.0,8.0,13.0,41.0,58.0,41.0,41.0,16.0,0.0,18 18 19,20 20 19,279,12,31,36,65,38.0,55.0,70,112,123,163,1,8,2,7,12.0,28.0,6,23,21,48,5,7,10,11,1,1,5,6,5,21,21,46,5,5,15,19,2,5,0,0,TREVIN JONES,SAIDYOKUB KAKHRAMONOV,2021-08-21,-150.0,130.0,"Las Vegas, Nevada, USA",USA,879.0,550.0,275.0,400.0,700.0,150.0,600.0,neither,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
VINC PICHEL,AUSTIN HUBBARD,2021-08-21,From Hell,Thud,W,L,red_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Junichiro Kamijo 27 - 30. Sal D'amato 27 - 30. Adalaide Byrd 27 - 30.,Lightweight Bout,,UFC Fight Night: Cannonier vs. Gastelum,"Las Vegas, Nevada, USA",0,0,71 of 160,56 of 152,44.0,36.0,96 of 187,66 of 171,0 of 4,4 of 7,0.0,57.0,0,0,0,0,2:29,2:14,28 of 108,29 of 110,16 of 23,17 of 31,27 of 29,10 of 11,59 of 145,51 of 145,10 of 12,4 of 6,2 of 3,1 of 1,39.0,51.0,22.0,30.0,38.0,17.0,83.0,91.0,14.0,7.0,2.0,1.0,30 30 30,27 27 27,300,71,160,56,152,44.0,36.0,96,187,66,171,0,4,4,7,0.0,57.0,28,108,29,110,16,23,17,31,27,29,10,11,59,145,51,145,10,12,4,6,2,3,1,1,VINC PICHEL,AUSTIN HUBBARD,2021-08-21,-140.0,120.0,"Las Vegas, Nevada, USA",USA,900.0,140.0,180.0,1200.0,1000.0,700.0,550.0,neither,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
WILLIAM KNIGHT,FABIO CHERANT,2021-08-21,Knightmare,Water Buffalo,W,L,red_win,KO/TKO,1,3:58,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance,Light Heavyweight Bout,perf,UFC Fight Night: Cannonier vs. Gastelum,"Las Vegas, Nevada, USA",1,0,14 of 24,15 of 23,58.0,65.0,14 of 24,15 of 23,0 of 0,0 of 0,,,0,0,0,0,0:02,0:00,5 of 13,3 of 11,1 of 1,10 of 10,8 of 10,2 of 2,11 of 21,15 of 23,0 of 0,0 of 0,3 of 3,0 of 0,35.0,20.0,7.0,66.0,57.0,13.0,78.0,100.0,0.0,0.0,21.0,0.0,- - -,- - -,238,14,24,15,23,58.0,65.0,14,24,15,23,0,0,0,0,,,5,13,3,11,1,1,10,10,8,10,2,2,11,21,15,23,0,0,0,0,3,3,0,0,WILLIAM KNIGHT,FABIO CHERANT,2021-08-21,-170.0,150.0,"Las Vegas, Nevada, USA",USA,238.0,350.0,450.0,1400.0,600.0,120.0,500.0,neither,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
ALONZO MENIFIELD,ED HERMAN,2021-08-07,Atomic,Short Fuse,W,L,red_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Robert Alexander 27 - 30. Patrick Patlan 27 - 30. Joshua Ferraro 27 - 30.,Light Heavyweight Bout,,UFC 265: Lewis vs. Gane,"Houston, Texas, USA",0,0,93 of 140,41 of 126,66.0,32.0,94 of 141,42 of 127,1 of 1,0 of 0,100.0,,0,0,0,0,0:48,0:01,75 of 122,31 of 115,4 of 4,9 of 10,14 of 14,1 of 1,70 of 107,38 of 119,13 of 21,3 of 7,10 of 12,0 of 0,80.0,75.0,4.0,21.0,15.0,2.0,75.0,92.0,13.0,7.0,10.0,0.0,30 30 30,27 27 27,300,93,140,41,126,66.0,32.0,94,141,42,127,1,1,0,0,100.0,,75,122,31,115,4,4,9,10,14,14,1,1,70,107,38,119,13,21,3,7,10,12,0,0,ALONZO MENIFIELD,ED HERMAN,2021-08-07,-290.0,230.0,"Houston, Texas, USA",USA,900.0,500.0,500.0,1200.0,800.0,-135.0,700.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
DERRICK LEWIS,CIRYL GANE,2021-08-07,The Black Beast,Bon Gamin,L,W,blue_win,KO/TKO,3,4:11,5 Rnd (5-5-5-5-5),Dan Miragliotta,Punches to Head On Ground,UFC Interim Heavyweight Title Bout,belt,UFC 265: Lewis vs. Gane,"Houston, Texas, USA",0,0,16 of 37,98 of 122,43.0,80.0,16 of 37,112 of 136,0 of 1,0 of 1,0.0,0.0,0,0,0,0,0:08,1:21,8 of 24,50 of 69,6 of 11,16 of 21,2 of 2,32 of 32,15 of 36,67 of 89,1 of 1,16 of 17,0 of 0,15 of 16,50.0,51.0,37.0,16.0,12.0,32.0,93.0,68.0,6.0,16.0,0.0,15.0,18 18 18,20 20 20,251,16,37,98,122,43.0,80.0,16,37,112,136,0,1,0,1,0.0,0.0,8,24,50,69,6,11,16,21,2,2,32,32,15,36,67,89,1,1,16,17,0,0,15,16,DERRICK LEWIS,CIRYL GANE,2021-08-07,250.0,-320.0,"Houston, Texas, USA",USA,851.0,1400.0,215.0,2200.0,600.0,330.0,120.0,Red,0.0,3.0,2.0,,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,both
JOHNNY MUNOZ,JAMEY SIMMONS,2021-08-07,Kid Kvenbo,The Afro Samurai,W,L,red_win,Submission,2,2:35,3 Rnd (5-5-5),Jeff Rexroad,Rear Naked Choke,Bantamweight Bout,,UFC 265: Lewis vs. Gane,"Houston, Texas, USA",0,0,14 of 71,7 of 37,19.0,18.0,24 of 85,10 of 40,2 of 3,0 of 0,66.0,,3,0,0,0,2:04,0:00,6 of 61,4 of 31,2 of 2,1 of 3,6 of 8,2 of 3,13 of 68,7 of 37,0 of 1,0 of 0,1 of 2,0 of 0,42.0,57.0,14.0,14.0,42.0,28.0,92.0,100.0,0.0,0.0,7.0,0.0,10 10 10,9 9 9,155,14,71,7,37,19.0,18.0,24,85,10,40,2,3,0,0,66.0,,6,61,4,31,2,2,1,3,6,8,2,3,13,68,7,37,0,1,0,0,1,2,0,0,JOHNNY MUNOZ,JAMEY SIMMONS,2021-08-07,-350.0,270.0,"Houston, Texas, USA",USA,455.0,250.0,550.0,110.0,1300.0,400.0,900.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
JOSE ALDO,PEDRO MUNHOZ,2021-08-07,,The Young Punisher,W,L,red_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran,Chris Lee 27 - 30. Sal D'amato 27 - 30. Doug Crosby 27 - 30.,Bantamweight Bout,,UFC 265: Lewis vs. Gane,"Houston, Texas, USA",0,0,114 of 223,75 of 179,51.0,41.0,114 of 223,75 of 179,0 of 0,0 of 0,,,0,0,0,0,0:00,0:10,74 of 168,35 of 131,32 of 47,3 of 6,8 of 8,37 of 42,114 of 223,71 of 175,0 of 0,4 of 4,0 of 0,0 of 0,64.0,46.0,28.0,4.0,7.0,49.0,100.0,94.0,0.0,5.0,0.0,0.0,30 30 30,27 27 27,300,114,223,75,179,51.0,41.0,114,223,75,179,0,0,0,0,,,74,168,35,131,32,47,3,6,8,8,37,42,114,223,71,175,0,0,4,4,0,0,0,0,JOSE ALDO,PEDRO MUNHOZ,2021-08-07,-105.0,-115.0,"Houston, Texas, USA",USA,900.0,150.0,225.0,1600.0,900.0,450.0,450.0,Red,0.0,9.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,,,9.0,,,both
KAROLINA KOWALKIEWICZ,JESSICA PENNE,2021-08-07,,,L,W,blue_win,Submission,1,4:32,3 Rnd (5-5-5),Mike Beltran,Armbar From Mount,Women's Strawweight Bout,perf,UFC 265: Lewis vs. Gane,"Houston, Texas, USA",0,0,8 of 12,12 of 19,66.0,63.0,28 of 36,21 of 30,1 of 1,1 of 1,100.0,100.0,0,1,0,0,0:26,3:13,3 of 7,9 of 16,0 of 0,3 of 3,5 of 5,0 of 0,4 of 7,4 of 10,0 of 0,0 of 0,4 of 5,8 of 9,37.0,75.0,0.0,25.0,62.0,0.0,50.0,33.0,0.0,0.0,50.0,66.0,- - -,- - -,272,8,12,12,19,66.0,63.0,28,36,21,30,1,1,1,1,100.0,100.0,3,7,9,16,0,0,3,3,5,5,0,0,4,7,4,10,0,0,0,0,4,5,8,9,KAROLINA KOWALKIEWICZ,JESSICA PENNE,2021-08-07,-145.0,125.0,"Houston, Texas, USA",USA,272.0,-115.0,200.0,2000.0,550.0,1100.0,1500.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
KING GREEN,RAFAEL FIZIEV,2021-08-07,,Ataman,L,W,blue_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,Joshua Ferraro 27 - 30. Chris Lee 28 - 29. Sal D'amato 28 - 29.,Lightweight Bout,fight,UFC 265: Lewis vs. Gane,"Houston, Texas, USA",0,0,143 of 263,104 of 223,54.0,46.0,143 of 263,104 of 223,0 of 2,0 of 0,0.0,,0,0,0,0,0:00,0:08,93 of 197,47 of 132,34 of 45,26 of 44,16 of 21,31 of 47,138 of 257,96 of 212,5 of 6,8 of 11,0 of 0,0 of 0,65.0,45.0,23.0,25.0,11.0,29.0,96.0,92.0,3.0,7.0,0.0,0.0,28 28 27,29 29 30,300,143,263,104,223,54.0,46.0,143,263,104,223,0,2,0,0,0.0,,93,197,47,132,34,45,26,44,16,21,31,47,138,257,96,212,5,6,8,11,0,0,0,0,KING GREEN,RAFAEL FIZIEV,2021-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
MANEL KAPE,ODE OSBOURNE,2021-08-07,StarBoy,The Jamaican Sensation,W,L,red_win,KO/TKO,1,4:44,3 Rnd (5-5-5),Jeff Rexroad,Flying Knee Head,Flyweight Bout,,UFC 265: Lewis vs. Gane,"Houston, Texas, USA",1,0,19 of 29,18 of 38,65.0,47.0,19 of 29,18 of 38,0 of 0,0 of 0,,,0,0,0,0,0:02,0:00,14 of 23,9 of 25,2 of 3,6 of 8,3 of 3,3 of 5,16 of 25,18 of 38,0 of 0,0 of 0,3 of 4,0 of 0,73.0,50.0,10.0,33.0,15.0,16.0,84.0,100.0,0.0,0.0,15.0,0.0,- - -,- - -,284,19,29,18,38,65.0,47.0,19,29,18,38,0,0,0,0,,,14,23,9,25,2,3,6,8,3,3,3,5,16,25,18,38,0,0,0,0,3,4,0,0,MANEL KAPE,ODE OSBOURNE,2021-08-07,-200.0,170.0,"Houston, Texas, USA",USA,284.0,240.0,350.0,1000.0,1200.0,140.0,650.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
MICHAEL CHIESA,VICENTE LUQUE,2021-08-07,Maverick,The Silent Assassin,L,W,blue_win,Submission,1,3:25,3 Rnd (5-5-5),Kerry Hatley,D'Arce Choke On Ground,Welterweight Bout,perf,UFC 265: Lewis vs. Gane,"Houston, Texas, USA",0,0,4 of 12,7 of 12,33.0,58.0,6 of 16,8 of 13,1 of 1,0 of 0,100.0,,2,1,0,0,1:01,0:10,4 of 12,2 of 7,0 of 0,1 of 1,0 of 0,4 of 4,4 of 12,7 of 12,0 of 0,0 of 0,0 of 0,0 of 0,100.0,28.0,0.0,14.0,0.0,57.0,100.0,100.0,0.0,0.0,0.0,0.0,- - -,- - -,205,4,12,7,12,33.0,58.0,6,16,8,13,1,1,0,0,100.0,,4,12,2,7,0,0,1,1,0,0,4,4,4,12,7,12,0,0,0,0,0,0,0,0,MICHAEL CHIESA,VICENTE LUQUE,2021-08-07,-115.0,-105.0,"Houston, Texas, USA",USA,205.0,225.0,300.0,350.0,650.0,900.0,300.0,Red,0.0,6.0,5.0,,,,,,,,5.0,,,,,,,,,,,,,6.0,,,,,,both
MILES JOHNS,ANDERSON DOS SANTOS,2021-08-07,Chapo,Berinja,W,L,red_win,KO/TKO,3,1:16,3 Rnd (5-5-5),Kerry Hatley,Punch to Head At Distance,Bantamweight Bout,perf,UFC 265: Lewis vs. Gane,"Houston, Texas, USA",1,0,80 of 118,32 of 164,67.0,19.0,80 of 118,33 of 165,0 of 0,0 of 5,,0.0,0,0,0,0,0:02,0:09,54 of 90,24 of 149,11 of 12,3 of 9,15 of 16,5 of 6,78 of 116,31 of 163,2 of 2,1 of 1,0 of 0,0 of 0,67.0,75.0,13.0,9.0,18.0,15.0,97.0,96.0,2.0,3.0,0.0,0.0,20 20 20,18 18 18,76,80,118,32,164,67.0,19.0,80,118,33,165,0,0,0,5,,0.0,54,90,24,149,11,12,3,9,15,16,5,6,78,116,31,163,2,2,1,1,0,0,0,0,MILES JOHNS,ANDERSON DOS SANTOS,2021-08-07,-235.0,190.0,"Houston, Texas, USA",USA,676.0,120.0,350.0,1100.0,800.0,300.0,1000.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
SONG YADONG,CASEY KENNEY,2021-08-07,Kung Fu Kid,,W,L,red_win,Decision - Split,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Chris Lee 27 - 30. Sal D'amato 28 - 29. Kerry Hatley 29 - 28.,Bantamweight Bout,,UFC 265: Lewis vs. Gane,"Houston, Texas, USA",0,0,116 of 257,78 of 190,45.0,41.0,121 of 263,85 of 199,0 of 3,1 of 5,0.0,20.0,0,0,0,0,0:20,0:26,66 of 197,45 of 140,34 of 44,20 of 31,16 of 16,13 of 19,110 of 249,77 of 188,6 of 8,1 of 2,0 of 0,0 of 0,56.0,57.0,29.0,25.0,13.0,16.0,94.0,98.0,5.0,1.0,0.0,0.0,30 29 28,27 28 29,300,116,257,78,190,45.0,41.0,121,263,85,199,0,3,1,5,0.0,20.0,66,197,45,140,34,44,20,31,16,16,13,19,110,249,77,188,6,8,1,2,0,0,0,0,SONG YADONG,CASEY KENNEY,2021-08-07,105.0,-125.0,"Houston, Texas, USA",USA,900.0,215.0,165.0,1100.0,800.0,350.0,700.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
TECIA PENNINGTON,ANGELA HILL,2021-08-07,Tiny Tornado,Overkill,W,L,red_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran,Jacob Montalvo 28 - 29. Jeff Rexroad 27 - 30. Doug Crosby 27 - 30.,Women's Strawweight Bout,,UFC 265: Lewis vs. Gane,"Houston, Texas, USA",0,0,144 of 298,96 of 188,48.0,51.0,166 of 322,99 of 191,1 of 6,2 of 7,16.0,28.0,0,0,0,0,0:16,1:56,80 of 217,64 of 141,41 of 52,29 of 41,23 of 29,3 of 6,127 of 274,73 of 160,16 of 22,22 of 26,1 of 2,1 of 2,55.0,66.0,28.0,30.0,15.0,3.0,88.0,76.0,11.0,22.0,0.0,1.0,30 29 30,27 28 27,300,144,298,96,188,48.0,51.0,166,322,99,191,1,6,2,7,16.0,28.0,80,217,64,141,41,52,29,41,23,29,3,6,127,274,73,160,16,22,22,26,1,2,1,2,TECIA PENNINGTON,ANGELA HILL,2021-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
VICTORIA LEONARDO,MELISSA GATTO,2021-08-07,Fury,,L,W,blue_win,TKO - Doctor's Stoppage,2,5:00,3 Rnd (5-5-5),Jacob Montalvo,Arm Injury,Women's Flyweight Bout,,UFC 265: Lewis vs. Gane,"Houston, Texas, USA",0,0,43 of 91,70 of 121,47.0,57.0,59 of 110,96 of 148,0 of 3,1 of 5,0.0,20.0,0,0,2,1,2:27,1:50,14 of 58,42 of 83,13 of 17,12 of 19,16 of 16,16 of 19,38 of 84,63 of 110,3 of 4,6 of 10,2 of 3,1 of 1,32.0,60.0,30.0,17.0,37.0,22.0,88.0,90.0,6.0,8.0,4.0,1.0,18 19 18,20 19 20,300,43,91,70,121,47.0,57.0,59,110,96,148,0,3,1,5,0.0,20.0,14,58,42,83,13,17,12,19,16,16,16,19,38,84,63,110,3,4,6,10,2,3,1,1,VICTORIA LEONARDO,MELISSA GATTO,2021-08-07,-105.0,-115.0,"Houston, Texas, USA",USA,600.0,215.0,425.0,600.0,180.0,550.0,1000.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
VINCE MORALES,DRAKO RODRIGUEZ,2021-08-07,Vandetta,,W,L,red_win,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jeff Rexroad,Kerry Hatley 27 - 30. Danny De Alejandro 28 - 29. Doug Crosby 28 - 29.,Bantamweight Bout,,UFC 265: Lewis vs. Gane,"Houston, Texas, USA",0,0,76 of 196,55 of 151,38.0,36.0,84 of 204,60 of 156,1 of 4,3 of 5,25.0,60.0,0,0,0,0,0:40,1:14,46 of 150,45 of 138,26 of 40,2 of 3,4 of 6,8 of 10,69 of 183,49 of 143,7 of 12,5 of 7,0 of 1,1 of 1,60.0,81.0,34.0,3.0,5.0,14.0,90.0,89.0,9.0,9.0,0.0,1.0,30 29 29,27 28 28,300,76,196,55,151,38.0,36.0,84,204,60,156,1,4,3,5,25.0,60.0,46,150,45,138,26,40,2,3,4,6,8,10,69,183,49,143,7,12,5,7,0,1,1,1,VINCE MORALES,DRAKO RODRIGUEZ,2021-08-07,-110.0,-110.0,"Houston, Texas, USA",USA,900.0,225.0,275.0,1000.0,400.0,350.0,500.0,neither,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
BRYAN BARBERENA,JASON WITT,2021-07-31,Bam Bam,The Vanilla Gorilla,L,W,blue_win,Decision - Majority,3,5:00,3 Rnd (5-5-5),Keith Peterson,Tony Weeks 28 - 28. Mike Bell 27 - 29. Rick Winter 28 - 29.,Welterweight Bout,fight,UFC Fight Night: Hall vs. Strickland,"Las Vegas, Nevada, USA",0,1,50 of 113,35 of 83,44.0,42.0,114 of 178,56 of 105,0 of 1,8 of 18,0.0,44.0,0,1,1,0,0:47,5:38,50 of 110,27 of 71,0 of 3,8 of 12,0 of 0,0 of 0,40 of 99,25 of 67,4 of 6,6 of 10,6 of 8,4 of 6,100.0,77.0,0.0,22.0,0.0,0.0,80.0,71.0,8.0,17.0,12.0,11.0,27 28 28,29 29 28,300,50,113,35,83,44.0,42.0,114,178,56,105,0,1,8,18,0.0,44.0,50,110,27,71,0,3,8,12,0,0,0,0,40,99,25,67,4,6,6,10,6,8,4,6,BRYAN BARBERENA,JASON WITT,2021-07-31,-265.0,215.0,"Las Vegas, Nevada, USA",USA,900.0,300.0,500.0,550.0,750.0,120.0,850.0,neither,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
CHEYANNE VLISMAS,GLORIA DE PAULA,2021-07-31,The Warrior Princess,Glorinha,W,L,red_win,KO/TKO,1,1:00,3 Rnd (5-5-5),Mark Smith,Kick to Head At Distance,Women's Strawweight Bout,perf,UFC Fight Night: Hall vs. Strickland,"Las Vegas, Nevada, USA",1,0,11 of 16,5 of 8,68.0,62.0,11 of 16,8 of 11,1 of 1,0 of 0,100.0,,0,0,0,0,0:34,0:00,11 of 15,5 of 8,0 of 1,0 of 0,0 of 0,0 of 0,4 of 8,5 of 8,0 of 0,0 of 0,7 of 8,0 of 0,100.0,100.0,0.0,0.0,0.0,0.0,36.0,100.0,0.0,0.0,63.0,0.0,- - -,- - -,60,11,16,5,8,68.0,62.0,11,16,8,11,1,1,0,0,100.0,,11,15,5,8,0,1,0,0,0,0,0,0,4,8,5,8,0,0,0,0,7,8,0,0,CHEYANNE VLISMAS,GLORIA DE PAULA,2021-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
