winner_name,loser_name,event_date,method,round,time,time_format,bout_type,event_name,event_location,winner_stance,loser_stance,winner,delta_kd,delta_sig_str_pct,delta_total_str_pct,delta_td_pct,delta_sub_att,delta_rev,delta_ctrl,delta_sig_str_head_acc_pct,delta_sig_str_body_acc_pct,delta_sig_str_leg_acc_pct,delta_sig_str_distance_acc_pct,delta_sig_str_clinch_acc_pct,delta_sig_str_ground_acc_pct,delta_sig_str_head_tar_pct,delta_sig_str_body_tar_pct,delta_sig_str_leg_tar_pct,delta_sig_str_distance_pos_pct,delta_sig_str_clinch_pos_pct,delta_sig_str_ground_pos_pct,delta_height,delta_reach,delta_slpm_cs,delta_str_acc_cs,delta_sapm_cs,delta_str_def_cs,delta_td_avg_cs,delta_td_acc_cs,delta_td_def_cs,delta_sub_avg_cs,time_seconds
NATE MARQUARDT,DEMIAN MAIA,2009-08-29,KO/TKO,1.0,0:21,3 Rnd (5-5-5),Middleweight Bout,UFC 102: Couture vs Nogueira,"Portland, Oregon, USA",Orthodox,Southpaw,red,1.0,100.0,100.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,-2.54,5.08,0.89,6.0,0.29,-8.0,-0.68,25.0,9.0,-0.2,21
THIAGO SILVA,KEITH JARDINE,2009-08-29,KO/TKO,1.0,1:35,3 Rnd (5-5-5),Light Heavyweight Bout,UFC 102: Couture vs Nogueira,"Portland, Oregon, USA",Orthodox,Orthodox,red,1.0,45.0,44.45,0.0,0.0,0.0,27.0,50.47,-100.0,0.0,22.35,0.0,100.0,47.0,-33.0,-13.0,-60.0,0.0,60.0,0.0,-5.08,0.67,14.0,-0.43,8.0,-0.15,2.0,8.0,0.0,95
TODD DUFFEE,TIM HAGUE,2009-08-29,KO/TKO,1.0,0:07,3 Rnd (5-5-5),Heavyweight Bout,UFC 102: Couture vs Nogueira,"Portland, Oregon, USA",Orthodox,Orthodox,red,1.0,80.0,83.33,0.0,0.0,0.0,4.0,80.0,0.0,0.0,100.0,0.0,75.0,100.0,0.0,0.0,25.0,0.0,75.0,-2.54,5.08,3.14,-10.0,-1.27,10.0,-1.0,-8.0,5.0,-0.9,7
AARON RILEY,SHANE NELSON,2009-08-08,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC 101: Declaration,"Philadelphia, Pennsylvania, USA",Southpaw,Southpaw,red,0.0,3.0,2.75,40.0,0.0,0.0,464.0,7.14,-18.18,0.0,-4.7,-7.9,76.92,10.0,-14.0,5.0,-21.0,2.0,20.0,-2.54,-2.54,2.07,3.0,0.94,0.0,-0.13,16.0,6.0,-1.5,300
ALESSIO SAKARA,THALES LEITES,2009-08-08,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Middleweight Bout,UFC 101: Declaration,"Philadelphia, Pennsylvania, USA",Orthodox,Orthodox,red,0.0,7.0,0.59,-33.0,0.0,1.0,-127.0,8.21,-25.0,-100.0,10.93,0.0,-2.11,7.0,21.0,-27.0,28.0,0.0,-28.0,-2.54,-15.24,1.83,7.0,-0.19,7.0,0.08,51.0,32.0,-1.1,300
ANDERSON SILVA,FORREST GRIFFIN,2009-08-08,KO/TKO,1.0,3:23,3 Rnd (5-5-5),Light Heavyweight Bout,UFC 101: Declaration,"Philadelphia, Pennsylvania, USA",Southpaw,Orthodox,red,3.0,45.0,42.7,0.0,0.0,0.0,20.0,47.14,100.0,-40.0,33.68,50.0,83.33,59.0,7.0,-66.0,-47.0,7.0,38.0,-2.54,0.0,-1.33,25.0,-0.76,-1.0,-0.55,29.0,12.0,0.1,203
BJ PENN,KENNY FLORIAN,2009-08-08,Submission,4.0,3:54,5 Rnd (5-5-5-5-5),UFC Lightweight Title Bout,UFC 101: Declaration,"Philadelphia, Pennsylvania, USA",Orthodox,Southpaw,red,0.0,28.0,11.19,33.0,1.0,0.0,-61.0,30.26,1.39,50.0,12.78,19.18,-16.67,20.0,-8.0,-11.0,-25.0,8.0,16.0,-2.54,-10.16,0.35,8.0,1.35,-7.0,-1.03,22.0,14.0,-0.8,234
GEORGE SOTIROPOULOS,GEORGE ROOP,2009-08-08,Submission,2.0,1:59,3 Rnd (5-5-5),Lightweight Bout,UFC 101: Declaration,"Philadelphia, Pennsylvania, USA",Orthodox,Orthodox,red,0.0,32.0,22.22,60.0,1.0,-1.0,233.0,29.72,33.33,-100.0,36.84,50.0,22.22,31.0,-12.0,-20.0,-22.0,7.0,14.0,-7.62,-2.54,-0.82,-7.0,0.05,7.0,1.27,-26.0,-6.0,1.5,119
JESSE LENNOX,DANILLO VILLEFORT,2009-08-08,TKO - Doctor's Stoppage,3.0,3:37,3 Rnd (5-5-5),Welterweight Bout,UFC 101: Declaration,"Philadelphia, Pennsylvania, USA",Orthodox,Orthodox,red,0.0,-5.0,-6.75,0.0,-1.0,0.0,5.0,3.03,-2.05,13.33,-6.8,19.2,-15.15,23.0,2.0,-25.0,-5.0,4.0,1.0,-10.16,,-0.17,-5.0,0.8,-4.0,-0.49,0.0,30.0,-1.4,217
JOHN HOWARD,TAMDAN MCCRORY,2009-08-08,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC 101: Declaration,"Philadelphia, Pennsylvania, USA",Orthodox,Switch,red,0.0,28.0,21.35,38.0,0.0,-1.0,322.0,7.27,16.66,-25.0,22.95,-100.0,38.75,-46.0,8.0,38.0,-3.0,-27.0,30.0,-22.86,-10.16,0.08,1.0,1.48,5.0,0.42,-1.0,20.0,-2.1,300
JOHNY HENDRICKS,AMIR SADOLLAH,2009-08-08,KO/TKO,1.0,0:29,3 Rnd (5-5-5),Welterweight Bout,UFC 101: Declaration,"Philadelphia, Pennsylvania, USA",Southpaw,Orthodox,red,1.0,24.0,24.45,0.0,0.0,0.0,2.0,30.0,0.0,-50.0,17.78,100.0,0.0,50.0,0.0,-50.0,-72.0,71.0,0.0,-2.54,-15.24,-1.22,-1.0,0.44,-7.0,3.26,19.0,3.0,0.0,29
KURT PELLEGRINO,JOSH NEER,2009-08-08,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC 101: Declaration,"Philadelphia, Pennsylvania, USA",Orthodox,Orthodox,red,0.0,-7.0,-0.48,60.0,-1.0,-1.0,704.0,-7.14,13.33,-66.67,24.19,-100.0,-51.62,-3.0,11.0,-8.0,14.0,-25.0,11.0,-7.62,-5.08,-0.84,-3.0,-1.69,5.0,1.81,20.0,23.0,-0.5,300
MATTHEW RIDDLE,DAN CRAMER,2009-08-08,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC 101: Declaration,"Philadelphia, Pennsylvania, USA",Southpaw,Orthodox,red,0.0,53.0,51.68,28.0,1.0,1.0,630.0,45.61,-6.67,100.0,12.92,-5.77,63.72,-19.0,9.0,8.0,-16.0,-41.0,56.0,-2.54,,2.04,12.0,0.64,23.0,3.51,50.0,23.0,0.0,300
RICARDO ALMEIDA,KENDALL GROVE,2009-08-08,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Middleweight Bout,UFC 101: Declaration,"Philadelphia, Pennsylvania, USA",Orthodox,Orthodox,red,0.0,21.0,1.7,42.0,-2.0,0.0,615.0,25.11,-9.09,-16.67,50.66,30.0,-13.59,8.0,-6.0,-3.0,15.0,-46.0,29.0,-15.24,-12.7,-0.29,8.0,-1.2,7.0,3.25,-7.0,-25.0,-0.5,300
BROCK LESNAR,FRANK MIR,2009-07-11,KO/TKO,2.0,1:48,5 Rnd (5-5-5-5-5),UFC Heavyweight Title Bout,UFC 100,"Las Vegas, Nevada, USA",Orthodox,Southpaw,red,0.0,59.0,59.17,100.0,0.0,0.0,346.0,71.11,0.0,0.0,47.5,-75.0,95.65,37.0,-17.0,-21.0,-19.0,-75.0,93.0,0.0,5.08,1.35,25.0,-1.73,12.0,1.88,15.0,6.0,-1.5,108
DAN HENDERSON,MICHAEL BISPING,2009-07-11,KO/TKO,2.0,3:20,3 Rnd (5-5-5),Middleweight Bout,UFC 100,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,1.0,9.0,9.41,0.0,0.0,0.0,19.0,4.48,30.0,0.0,4.76,11.54,100.0,-14.0,15.0,-1.0,-22.0,18.0,3.0,-5.08,-2.54,-1.89,9.0,-0.01,-14.0,0.47,9.0,-6.0,0.0,200
DONG HYUN KIM,TJ GRANT,2009-07-11,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC 100,"Las Vegas, Nevada, USA",Southpaw,Orthodox,red,0.0,-1.0,12.2,60.0,1.0,1.0,488.0,15.02,25.0,40.0,-3.31,21.43,-44.44,55.0,-44.0,-10.0,-19.0,-37.0,55.0,10.16,10.16,-1.83,-5.0,-1.32,2.0,1.3,0.0,35.0,0.0,300
