fighter_name,height,weight,reach,stance,date_of_birth,slpm,str_acc,sapm,str_def,takedowns_avg,takedowns_acc,takedowns_def,sub_avg,str_acc_num,takedowns_acc_num,weight_lbs,reach_inches
Sean Soriano,"5' 9""",145 lbs.,,Orthodox,1989-10-06,3.15,61%,2.31,52%,1.27,42%,55%,0.0,61.0,42.0,145.0,
Dmitry Sosnovskiy,"6' 3""",240 lbs.,"77""",Orthodox,1989-07-06,2.95,70%,2.53,35%,3.16,66%,100%,3.2,70.0,66.0,240.0,77.0
Ben Sosoli,"6' 0""",265 lbs.,"72""",Southpaw,1989-12-10,2.31,31%,4.3,47%,0.0,0%,0%,0.0,31.0,0.0,265.0,72.0
Greg Soto,"5' 11""",170 lbs.,"73""",Orthodox,1986-06-03,3.21,63%,2.61,52%,1.49,27%,44%,1.0,63.0,27.0,170.0,73.0
George Sotiropoulos,"5' 10""",155 lbs.,"71""",Orthodox,1977-07-09,2.61,27%,2.52,67%,2.32,31%,53%,1.6,27.0,31.0,155.0,71.0
Alex Soto,"5' 8""",135 lbs.,,Southpaw,1984-02-15,2.95,25%,5.02,59%,2.82,30%,0%,0.0,25.0,30.0,135.0,
Krzysztof Soszynski,"6' 1""",205 lbs.,"77""",Open Stance,1977-08-02,3.37,39%,3.13,58%,0.52,25%,71%,1.0,39.0,25.0,205.0,77.0
Mario Soto,"6' 0""",145 lbs.,,,,1.43,23%,5.23,42%,0.0,0%,0%,0.0,23.0,0.0,145.0,
Joe Soto,"5' 6""",135 lbs.,"65""",Orthodox,1987-03-22,3.36,41%,5.37,67%,0.85,21%,70%,1.9,41.0,21.0,135.0,65.0
Bobby Southworth,"6' 2""",205 lbs.,,Orthodox,1969-12-16,0.99,39%,1.38,65%,3.98,78%,64%,1.3,39.0,78.0,205.0,
Andre Soukhamthath,"5' 9""",135 lbs.,"70""",Orthodox,1988-10-23,2.77,44%,4.31,49%,1.25,53%,58%,0.2,44.0,53.0,135.0,70.0
Edimilson Souza,"6' 0""",145 lbs.,"74""",Orthodox,1984-10-17,4.65,44%,2.91,58%,0.0,0%,50%,0.0,44.0,0.0,145.0,74.0
Chris Spang,"6' 2""",170 lbs.,,Orthodox,1987-11-26,1.83,36%,1.95,60%,0.0,0%,50%,0.9,36.0,0.0,170.0,
Mario Souza,"6' 3""",185 lbs.,"79""",Orthodox,1996-10-20,3.4,60%,0.93,54%,0.0,0%,0%,1.0,60.0,0.0,185.0,79.0
Livinha Souza,"5' 3""",115 lbs.,"63""",Orthodox,1991-03-11,2.06,45%,3.38,62%,2.4,44%,40%,1.2,45.0,44.0,115.0,63.0
Jacare Souza,"6' 1""",185 lbs.,"72""",Orthodox,1979-12-07,2.53,46%,2.85,62%,2.55,39%,60%,1.4,46.0,39.0,185.0,72.0
Charon Spain,"5' 9""",155 lbs.,,,1988-03-11,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,155.0,
Andreas Spang,"6' 1""",185 lbs.,,,1978-11-07,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,185.0,
Ryan Spann,"6' 5""",205 lbs.,"79""",Orthodox,1991-08-24,3.55,45%,3.45,47%,1.72,41%,60%,1.7,45.0,41.0,205.0,79.0
Tommy Speer,"5' 10""",170 lbs.,"71""",Orthodox,1984-08-20,2.56,51%,5.12,35%,2.02,33%,33%,0.0,51.0,33.0,170.0,71.0
Patrick Speight,"6' 1""",170 lbs.,,Orthodox,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,170.0,
Ron Sparks,"6' 5""",265 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,265.0,
Sean Spencer,"5' 10""",170 lbs.,"74""",Orthodox,1987-06-25,4.24,32%,4.02,60%,0.14,33%,68%,0.0,32.0,33.0,170.0,74.0
Felicia Spencer,"5' 6""",145 lbs.,"68""",Orthodox,1990-11-29,3.02,45%,5.57,43%,0.64,10%,14%,0.3,45.0,10.0,145.0,68.0
Sam Spengler,"5' 11""",185 lbs.,,Orthodox,,3.27,62%,3.27,54%,1.75,11%,75%,1.8,62.0,11.0,185.0,
Nick Sperling,,135 lbs.,,,,1.4,25%,1.4,66%,0.0,0%,0%,0.0,25.0,0.0,135.0,
Mario Sperry,"6' 2""",205 lbs.,,Orthodox,1966-09-28,2.81,52%,1.53,47%,2.09,42%,71%,1.4,52.0,42.0,205.0,
Waachiim Spiritwolf,"5' 8""",170 lbs.,,,,10.0,100%,10.0,0%,0.0,0%,0%,0.0,100.0,0.0,170.0,
Daniel Spitz,"6' 7""",245 lbs.,"82""",Orthodox,1990-07-31,2.6,35%,5.3,46%,0.74,66%,0%,0.0,35.0,66.0,245.0,82.0
Eric Spicely,"6' 1""",185 lbs.,"73""",Orthodox,1986-09-29,3.71,45%,5.72,55%,1.31,20%,75%,1.0,45.0,20.0,185.0,73.0
Serghei Spivac,"6' 3""",260 lbs.,"78""",Orthodox,1995-01-24,3.58,49%,2.84,58%,3.7,63%,75%,0.3,49.0,63.0,260.0,78.0
Daniel Spohn,"6' 4""",205 lbs.,"79""",Southpaw,1984-10-12,2.42,49%,1.6,53%,0.0,0%,28%,2.5,49.0,0.0,205.0,79.0
Pete Spratt,"5' 9""",170 lbs.,,Orthodox,1971-01-09,1.63,48%,1.33,55%,0.3,100%,46%,0.3,48.0,100.0,170.0,
Austin Springer,"5' 8""",145 lbs.,"71""",Orthodox,1987-05-12,3.54,57%,3.15,41%,3.37,40%,100%,0.8,57.0,40.0,145.0,71.0
Georges St-Pierre,"5' 11""",185 lbs.,"76""",Orthodox,1981-05-19,3.78,53%,1.4,72%,4.16,74%,83%,1.1,53.0,74.0,185.0,76.0
Andreas Stahl,"5' 11""",170 lbs.,,Orthodox,1988-05-20,2.83,37%,4.74,57%,1.55,66%,80%,0.0,37.0,66.0,170.0,
Ron Stallings,"6' 2""",170 lbs.,"75""",Southpaw,1983-01-25,3.22,60%,3.26,51%,0.0,0%,71%,0.0,60.0,0.0,170.0,75.0
Bobby Stack,"5' 9""",155 lbs.,,Orthodox,,1.0,20%,2.89,34%,7.48,45%,100%,0.0,20.0,45.0,155.0,
Cristina Stanciu,"5' 3""",115 lbs.,,Orthodox,1994-03-29,2.5,50%,3.07,52%,0.85,100%,40%,1.7,50.0,100.0,115.0,
Cody Stamann,"5' 6""",145 lbs.,"64""",Orthodox,1989-11-09,4.14,48%,3.18,63%,3.03,46%,80%,0.0,48.0,46.0,145.0,64.0
Brian Stann,"6' 1""",205 lbs.,"74""",Orthodox,1980-09-24,3.28,42%,2.65,59%,0.12,12%,60%,0.3,42.0,12.0,205.0,74.0
Josh Stansbury,"6' 2""",205 lbs.,"74""",Orthodox,1984-11-19,3.22,54%,3.54,54%,0.0,0%,87%,1.0,54.0,0.0,205.0,74.0
Dion Staring,"6' 1""",235 lbs.,,Orthodox,1978-06-09,1.09,37%,5.0,47%,0.0,0%,33%,0.0,37.0,0.0,235.0,
Lucas Stark,,155 lbs.,,,,1.6,25%,3.2,66%,12.0,100%,0%,0.0,25.0,100.0,155.0,
Kalib Starnes,"6' 3""",185 lbs.,"74""",Orthodox,1975-01-06,2.71,48%,4.43,53%,1.46,33%,25%,0.6,48.0,33.0,185.0,74.0
Clifford Starks,"6' 0""",185 lbs.,"78""",Orthodox,1981-04-25,1.94,33%,2.49,58%,1.94,100%,60%,0.0,33.0,100.0,185.0,78.0
Damian Stasiak,"5' 5""",135 lbs.,"70""",Orthodox,1990-02-20,1.86,36%,3.1,52%,2.64,35%,43%,0.6,36.0,35.0,135.0,70.0
Adam Steele,,170 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,170.0,
Laureano Staropoli,"6' 1""",170 lbs.,"71""",Orthodox,1993-02-27,4.4,34%,4.58,53%,0.25,20%,57%,0.0,34.0,20.0,170.0,71.0
Ricky Steele,"5' 9""",135 lbs.,"74""",Orthodox,1988-05-26,4.07,70%,2.93,50%,0.0,0%,91%,0.0,70.0,0.0,135.0,74.0
Dominique Steele,"5' 10""",170 lbs.,"74""",Orthodox,1988-01-27,2.32,49%,2.42,50%,2.95,42%,76%,0.0,49.0,42.0,170.0,74.0
Ray Steinbeiss,"5' 11""",170 lbs.,,Orthodox,1979-09-12,0.0,0%,0.0,100%,0.0,0%,0%,0.0,0.0,0.0,170.0,
Eric Steenberg,,155 lbs.,,,1983-06-22,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,155.0,
Steve Steinbeiss,"6' 3""",185 lbs.,"75""",Orthodox,1981-05-05,3.92,55%,1.86,49%,0.44,50%,58%,0.0,55.0,50.0,185.0,75.0
Dmitri Stepanov,"6' 3""",217 lbs.,,Orthodox,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,217.0,
Marc Stevens,"5' 9""",155 lbs.,,,,0.45,26%,1.79,46%,0.0,0%,0%,0.0,26.0,0.0,155.0,
Aljamain Sterling,"5' 7""",135 lbs.,"71""",Orthodox,1989-07-31,4.84,49%,2.2,63%,1.77,24%,41%,0.9,49.0,24.0,135.0,71.0
Jeremy Stephens,"5' 9""",145 lbs.,"71""",Orthodox,1986-05-25,3.18,40%,3.06,58%,1.16,38%,65%,0.4,40.0,38.0,145.0,71.0
Joe Stevenson,"5' 7""",145 lbs.,"70""",Orthodox,1982-06-15,2.05,44%,2.44,60%,2.75,44%,39%,2.2,44.0,44.0,145.0,70.0
Maia Stevenson,"5' 4""",115 lbs.,"62""",Orthodox,1982-03-19,1.57,54%,3.13,33%,3.91,100%,50%,0.0,54.0,100.0,115.0,62.0
Luke Stewart,"5' 11""",170 lbs.,,Orthodox,,3.75,56%,2.34,53%,3.75,33%,50%,1.9,56.0,33.0,170.0,
Darren Stewart,"6' 0""",185 lbs.,"74""",Orthodox,1990-12-30,3.09,44%,3.09,50%,1.5,40%,65%,0.1,44.0,40.0,185.0,74.0
Alex Stiebling,"6' 2""",205 lbs.,,Southpaw,,1.77,42%,1.45,52%,0.35,66%,66%,0.7,42.0,66.0,205.0,
Kyle Stewart,"6' 0""",170 lbs.,"76""",Orthodox,1989-01-31,1.41,35%,2.42,43%,1.32,20%,60%,0.0,35.0,20.0,170.0,76.0
Tyler Stinson,"6' 3""",170 lbs.,,,1986-01-17,2.8,23%,4.6,56%,0.5,100%,0%,0.5,23.0,100.0,170.0,
Dan Stittgen,"6' 1""",170 lbs.,,Orthodox,1980-11-17,2.97,46%,4.42,37%,0.78,100%,100%,0.0,46.0,100.0,170.0,
Lazar Stojadinovic,"5' 7""",145 lbs.,"68""",Southpaw,1989-03-22,1.82,29%,1.97,59%,0.0,0%,0%,0.0,29.0,0.0,145.0,68.0
Denis Stojnic,"6' 0""",245 lbs.,,Orthodox,1980-02-02,1.51,23%,6.06,36%,0.0,0%,80%,1.0,23.0,0.0,245.0,
Julija Stoliarenko,"5' 7""",135 lbs.,"66""",,1993-04-08,2.1,34%,3.87,50%,0.0,0%,66%,0.5,34.0,0.0,135.0,66.0
Dustin Stoltzfus,"6' 0""",185 lbs.,"75""",Orthodox,1991-11-15,2.48,57%,3.93,48%,0.78,12%,62%,0.8,57.0,12.0,185.0,75.0
Niklas Stolze,"6' 1""",170 lbs.,"74""",Switch,1992-12-28,2.0,41%,1.93,56%,1.0,100%,66%,0.0,41.0,100.0,170.0,74.0
Ken Stone,"5' 8""",135 lbs.,"71""",Southpaw,1982-10-08,3.85,49%,2.9,48%,1.24,33%,60%,0.6,49.0,33.0,135.0,71.0
Ryan Stonitsch,"5' 9""",170 lbs.,,Southpaw,1977-02-03,2.53,36%,2.53,71%,0.0,0%,0%,0.0,36.0,0.0,170.0,
George Stork,"5' 10""",185 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,185.0,
Darko Stosic,"6' 0""",205 lbs.,"76""",Orthodox,1992-02-09,2.61,45%,4.04,58%,3.42,50%,83%,0.0,45.0,50.0,205.0,76.0
Rick Story,"5' 9""",170 lbs.,"71""",Southpaw,1984-08-28,3.8,41%,2.17,62%,2.53,48%,63%,0.9,41.0,48.0,170.0,71.0
Greg Stott,"5' 7""",220 lbs.,,Southpaw,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,220.0,
Curtis Stout,"6' 1""",185 lbs.,,Southpaw,1973-11-07,0.69,67%,3.2,29%,0.0,0%,20%,0.0,67.0,0.0,185.0,
Tim Stout,"5' 11""",185 lbs.,,,1979-02-09,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,185.0,
Sam Stout,"5' 9""",155 lbs.,"70""",Orthodox,1984-04-23,4.17,28%,4.08,57%,0.63,38%,77%,0.1,28.0,38.0,155.0,70.0
Jesse Strader,"5' 7""",135 lbs.,"70""",Orthodox,1991-05-29,7.12,56%,7.63,42%,0.0,0%,0%,0.0,56.0,0.0,135.0,70.0
Gennaro Strangis,,,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,,
Gerald Strebendt,"5' 9""",155 lbs.,,Orthodox,1979-03-01,0.0,0%,4.0,38%,0.0,0%,0%,16.4,0.0,0.0,155.0,
Dave Strasser,"5' 10""",170 lbs.,,Orthodox,1969-07-13,3.04,45%,1.88,59%,0.72,33%,33%,0.0,45.0,33.0,170.0,
Daniel Straus,"5' 7""",145 lbs.,"71""",,1984-07-27,4.76,43%,2.99,57%,0.84,15%,81%,1.1,43.0,15.0,145.0,71.0
Sean Strickland,"6' 1""",185 lbs.,"76""",Orthodox,1991-02-27,5.09,38%,3.77,66%,1.26,60%,81%,0.4,38.0,60.0,185.0,76.0
Hans Stringer,"6' 3""",205 lbs.,,Orthodox,1987-07-06,3.16,61%,2.84,41%,2.4,36%,62%,0.0,61.0,36.0,205.0,
Mark Striegl,"5' 8""",135 lbs.,"70""",Southpaw,1988-06-23,3.53,42%,21.18,25%,0.0,0%,0%,0.0,42.0,0.0,135.0,70.0
Josh Stuart,"5' 9""",160 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,160.0,
Stefan Struve,"6' 11""",265 lbs.,"84""",Orthodox,1988-02-18,3.12,47%,4.04,46%,0.56,46%,55%,1.7,47.0,46.0,265.0,84.0
Mike Stumpf,"5' 10""",170 lbs.,,,1986-08-01,3.34,43%,8.85,47%,1.59,25%,33%,0.8,43.0,25.0,170.0,
Kyle Sturgeon,"6' 3""",225 lbs.,,Switch,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,225.0,
Masanori Suda,"5' 9""",183 lbs.,,Orthodox,,1.8,50%,1.2,63%,0.0,0%,60%,0.0,50.0,0.0,183.0,
Tatiana Suarez,"5' 5""",115 lbs.,"66""",Southpaw,1990-12-19,4.82,65%,1.45,48%,6.47,62%,100%,0.6,65.0,62.0,115.0,66.0
Genki Sudo,"5' 9""",155 lbs.,,Orthodox,1978-03-08,1.55,39%,2.23,33%,3.58,60%,50%,4.2,39.0,60.0,155.0,
Daisuke Sugie,"5' 6""",160 lbs.,,Orthodox,,0.0,0%,0.22,80%,3.27,50%,0%,3.3,0.0,50.0,160.0,
Takashi Sugiura,"5' 11""",225 lbs.,,Southpaw,1970-05-31,1.37,40%,2.08,53%,1.33,66%,0%,0.0,40.0,66.0,225.0,
Justin Sumter,"6' 2""",185 lbs.,"80""",Southpaw,1989-11-16,2.68,48%,7.64,34%,2.87,100%,0%,0.0,48.0,100.0,185.0,80.0
Magomed Sultanakhmedov,"6' 2""",185 lbs.,,Southpaw,,0.0,0%,2.4,42%,9.0,100%,0%,9.0,0.0,100.0,185.0,
George Sullivan,"6' 0""",170 lbs.,"73""",Orthodox,1981-03-13,3.53,39%,2.42,57%,1.37,20%,38%,0.7,39.0,20.0,170.0,73.0
Amar Suloev,"5' 9""",183 lbs.,,Orthodox,1976-07-01,1.98,37%,2.19,70%,0.27,100%,88%,0.3,37.0,100.0,183.0,
Aji Susilo,"5' 10""",155 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,155.0,
Martin Svensson,"6' 1""",155 lbs.,,,1985-04-25,2.02,38%,5.91,38%,0.0,0%,0%,0.0,38.0,0.0,155.0,
Daniel Swain,"5' 9""",145 lbs.,"70""",Orthodox,1991-01-30,0.8,44%,3.2,40%,0.0,0%,0%,6.0,44.0,0.0,145.0,70.0
Naho Sugiyuma,"5' 1""",105 lbs.,,,1978-02-03,2.59,48%,2.45,71%,2.05,100%,66%,0.0,48.0,100.0,105.0,
Jason Suttie,"6' 0""",210 lbs.,,Orthodox,1973-08-07,2.07,83%,4.97,36%,0.0,0%,0%,0.0,83.0,0.0,210.0,
Joel Sutton,"5' 11""",205 lbs.,,Orthodox,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,205.0,
Cub Swanson,"5' 8""",145 lbs.,"70""",Orthodox,1983-11-02,4.64,50%,3.64,60%,1.09,51%,60%,0.5,50.0,51.0,145.0,70.0
Chad Sutton,"6' 1""",185 lbs.,,,1982-08-07,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,185.0,
Kevin Syler,"5' 9""",155 lbs.,"71""",Switch,1993-07-29,5.6,69%,4.03,48%,1.0,40%,77%,2.0,69.0,40.0,155.0,71.0
Floyd Sword,"6' 0""",185 lbs.,,Orthodox,1976-08-24,0.78,42%,1.57,40%,0.0,0%,33%,0.0,42.0,0.0,185.0,
Bentley Syler,"5' 4""",125 lbs.,,Orthodox,1982-12-22,1.3,18%,1.73,79%,0.0,0%,75%,0.0,18.0,0.0,125.0,
Tony Sylvester,"6' 1""",225 lbs.,,Southpaw,1978-01-27,0.0,0%,10.12,12%,0.0,0%,0%,0.0,0.0,0.0,225.0,
Mike Swick,"6' 1""",170 lbs.,"77""",Orthodox,1979-06-19,2.36,37%,2.29,54%,1.06,50%,61%,0.6,37.0,50.0,170.0,77.0
Leo Sylvest,"5' 11""",205 lbs.,,Orthodox,1973-09-03,0.0,0%,6.58,27%,0.0,0%,0%,0.0,0.0,0.0,205.0,
Tim Sylvia,"6' 8""",265 lbs.,"80""",Orthodox,1976-03-05,4.23,41%,2.61,61%,0.11,100%,75%,0.1,41.0,100.0,265.0,80.0
Osamu Tachihikari,"6' 5""",300 lbs.,,Orthodox,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,300.0,
Justin Tafa,"6' 0""",264 lbs.,"74""",Southpaw,1993-12-13,5.33,59%,4.6,46%,0.0,0%,100%,0.0,59.0,0.0,264.0,74.0
Eugenio Tadeu,"5' 8""",160 lbs.,,Orthodox,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,160.0,
Amber Tackett,,115 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,115.0,
Joe Taimanglo,"5' 4""",135 lbs.,,,1984-06-27,4.18,42%,4.55,59%,5.45,40%,100%,1.4,42.0,40.0,135.0,
Khalid Taha,"5' 5""",135 lbs.,"69""",Orthodox,1992-02-15,2.86,35%,4.26,43%,0.0,0%,61%,0.3,35.0,0.0,135.0,69.0
Mairbek Taisumov,"5' 9""",155 lbs.,"73""",Orthodox,1988-08-08,2.98,39%,3.03,64%,1.34,63%,88%,0.0,39.0,63.0,155.0,73.0
Nobuhiko Takada,"6' 0""",220 lbs.,,Southpaw,1962-04-12,0.31,24%,1.92,39%,1.15,20%,0%,0.0,24.0,20.0,220.0,
Yoshiki Takahashi,"5' 11""",199 lbs.,,Southpaw,1969-03-13,2.26,51%,6.47,44%,0.0,0%,66%,2.3,51.0,0.0,199.0,
Yoko Takahashi,"5' 8""",150 lbs.,,,1973-04-20,5.11,54%,8.78,48%,0.0,0%,0%,0.0,54.0,0.0,150.0,
Yoshihiro Takayama,"6' 5""",280 lbs.,,Orthodox,1968-09-19,3.4,54%,5.69,29%,0.67,33%,55%,0.0,54.0,33.0,280.0,
Daiju Takase,"6' 0""",170 lbs.,,Southpaw,1978-04-20,0.49,30%,1.64,47%,0.84,17%,21%,1.2,30.0,17.0,170.0,
Makoto Takimoto,"5' 7""",205 lbs.,,Southpaw,1979-12-08,1.37,39%,1.71,55%,1.48,50%,25%,1.1,39.0,50.0,205.0,
Hiroyuki Takaya,"5' 6""",139 lbs.,,Orthodox,1977-06-10,3.18,33%,3.16,60%,0.9,45%,66%,0.0,33.0,45.0,139.0,
Nordine Taleb,"6' 1""",170 lbs.,"74""",Orthodox,1981-06-10,3.66,51%,2.62,66%,1.94,76%,73%,0.0,51.0,76.0,170.0,74.0
Oleg Taktarov,"6' 0""",210 lbs.,,Orthodox,1967-08-26,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,210.0,
Tsuyoshi Tamakairiki,"6' 0""",220 lbs.,,Orthodox,,0.0,0%,26.67,50%,0.0,0%,0%,0.0,0.0,0.0,220.0,
Akitoshi Tamura,"5' 9""",135 lbs.,"70""",Orthodox,1980-05-31,3.73,43%,1.94,78%,0.0,0%,20%,1.0,43.0,0.0,135.0,70.0
Akihito Tanaka,,,,Southpaw,,0.19,50%,2.05,38%,5.59,66%,0%,0.0,50.0,66.0,,
Jason Tan,"5' 10""",170 lbs.,,Orthodox,1981-12-17,0.69,29%,7.37,18%,0.0,0%,0%,0.0,29.0,0.0,170.0,
Michinori Tanaka,"5' 5""",135 lbs.,"67""",Orthodox,1990-10-04,1.97,37%,1.99,50%,2.4,38%,43%,0.2,37.0,38.0,135.0,67.0
Eli Tamez,"5' 7""",135 lbs.,,,1985-08-22,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,135.0,
Kiyoshi Tamura,"5' 11""",185 lbs.,,Southpaw,1969-12-17,2.44,53%,1.44,60%,0.58,60%,45%,0.2,53.0,60.0,185.0,
Issei Tamura,"5' 5""",135 lbs.,"63""",Orthodox,1984-03-12,1.89,53%,4.58,44%,0.92,25%,33%,0.0,53.0,25.0,135.0,63.0
Evan Tanner,"6' 0""",185 lbs.,"74""",Orthodox,1971-02-11,3.05,59%,2.64,56%,2.55,43%,25%,1.3,59.0,43.0,185.0,74.0
Deividas Taurosevicius,"5' 9""",145 lbs.,"68""",Southpaw,1977-08-28,2.13,43%,1.82,59%,2.0,28%,50%,0.3,43.0,28.0,145.0,68.0
Jeremy Tavares,,135 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,135.0,
Gary Tapusoa,"5' 7""",185 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,185.0,
Manny Tapia,"5' 5""",135 lbs.,"67""",Orthodox,1981-03-14,2.69,21%,4.74,58%,0.49,40%,66%,0.2,21.0,40.0,135.0,67.0
Miesha Tate,"5' 6""",135 lbs.,"66""",Orthodox,1986-08-18,1.93,41%,2.71,50%,2.06,31%,52%,1.6,41.0,31.0,135.0,66.0
Thiago Tavares,"5' 7""",145 lbs.,"70""",Orthodox,1984-11-08,2.0,40%,2.31,62%,3.83,42%,62%,1.5,40.0,42.0,145.0,70.0
Paul Taylor,"6' 0""",155 lbs.,"72""",Orthodox,1979-12-15,4.44,47%,4.47,55%,0.27,25%,56%,0.5,47.0,25.0,155.0,72.0
Brad Tavares,"6' 1""",185 lbs.,"74""",Orthodox,1987-12-21,3.04,41%,2.73,56%,0.97,27%,79%,0.0,41.0,27.0,185.0,74.0
Anthony Taylor,"5' 7""",145 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,145.0,
Jesse Taylor,"6' 0""",170 lbs.,"73""",Orthodox,1983-01-02,1.94,65%,0.55,38%,7.28,50%,100%,3.1,65.0,50.0,170.0,73.0
Louis Taylor,"5' 11""",185 lbs.,,Orthodox,1979-05-12,2.06,32%,1.24,68%,2.48,28%,100%,0.0,32.0,28.0,185.0,
Torrance Taylor,"5' 7""",155 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,155.0,
Danielle Taylor,"5' 0""",115 lbs.,"60""",Orthodox,1989-10-25,2.75,29%,3.31,71%,0.2,20%,70%,0.2,29.0,20.0,115.0,60.0
Shawn Teed,"6' 5""",265 lbs.,,Orthodox,1992-02-13,1.4,42%,13.31,21%,0.0,0%,0%,0.0,42.0,0.0,265.0,
J.T Taylor,"5' 10""",,,,,3.17,80%,3.7,26%,3.96,100%,0%,7.9,80.0,100.0,,
James Te Huna,"6' 2""",185 lbs.,"75""",Orthodox,1981-09-29,4.04,51%,2.99,62%,2.75,37%,58%,0.2,51.0,37.0,185.0,75.0
John Teixeira,"5' 7""",145 lbs.,,Orthodox,1986-11-18,3.36,35%,3.2,63%,1.0,27%,71%,0.7,35.0,27.0,145.0,
Tra Telligman,"6' 2""",233 lbs.,,Orthodox,1965-02-07,1.83,35%,3.02,56%,0.87,100%,80%,0.0,35.0,100.0,233.0,
Ewerton Teixeira,"6' 1""",242 lbs.,,,1982-02-13,2.0,39%,3.22,35%,0.0,0%,33%,0.0,39.0,0.0,242.0,
Taneisha Tennant,"5' 7""",145 lbs.,"70""",Orthodox,1989-06-15,5.67,55%,3.4,71%,0.0,0%,100%,0.0,55.0,0.0,145.0,70.0
Glover Teixeira,"6' 2""",205 lbs.,"76""",Orthodox,1979-10-28,3.75,47%,3.84,54%,2.04,40%,60%,1.0,47.0,40.0,205.0,76.0
Herman Terrado,,170 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,170.0,
Dave Terrel,"5' 8""",170 lbs.,,Southpaw,1978-05-10,2.62,43%,2.8,48%,3.28,38%,100%,0.0,43.0,38.0,170.0,
David Terrell,"6' 1""",185 lbs.,,Southpaw,1978-01-09,2.34,63%,2.71,37%,5.54,50%,0%,5.5,63.0,50.0,185.0,
Jeff Terry,"6' 2""",205 lbs.,,,,1.09,50%,9.27,19%,0.0,0%,100%,0.0,50.0,0.0,205.0,
Daniel Teymur,"5' 5""",145 lbs.,"69""",Orthodox,1988-02-03,3.08,46%,3.93,56%,0.56,18%,60%,0.3,46.0,18.0,145.0,69.0
David Teymur,"5' 9""",155 lbs.,"73""",Southpaw,1989-05-01,4.69,43%,3.53,55%,0.94,33%,77%,0.0,43.0,33.0,155.0,73.0
James Terry,"5' 10""",170 lbs.,,Orthodox,1981-03-16,3.23,32%,4.77,64%,3.31,36%,75%,0.0,32.0,36.0,170.0,
Motonobu Tezuka,"5' 7""",135 lbs.,,Southpaw,1987-08-29,0.87,23%,2.8,51%,1.5,11%,0%,0.5,23.0,11.0,135.0,
Jason Thacker,"5' 10""",185 lbs.,,Orthodox,1975-08-18,0.63,33%,17.05,32%,0.0,0%,0%,0.0,33.0,0.0,185.0,
Brandon Thatch,"6' 2""",170 lbs.,"74""",Switch,1985-07-11,2.7,42%,3.63,52%,1.36,66%,50%,0.7,42.0,66.0,170.0,74.0
Elias Theodorou,"6' 1""",185 lbs.,"75""",Orthodox,1988-05-31,4.19,42%,2.39,53%,1.27,28%,59%,0.0,42.0,28.0,185.0,75.0
Nik Theotikos,,185 lbs.,,Orthodox,,0.0,0%,5.48,19%,0.0,0%,0%,4.8,0.0,0.0,185.0,
Din Thomas,"5' 9""",155 lbs.,,Orthodox,1976-09-28,1.85,37%,2.6,59%,1.38,52%,76%,1.2,37.0,52.0,155.0,
Ryan Thomas,"6' 0""",170 lbs.,,Orthodox,1984-11-05,2.01,36%,4.17,30%,5.59,33%,0%,2.2,36.0,33.0,170.0,
Joel Thomas,"5' 10""",170 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,170.0,
Noah Thomas,"5' 9""",135 lbs.,,Orthodox,1981-03-27,0.44,13%,4.99,33%,0.0,0%,0%,1.3,13.0,0.0,135.0,
